x	y	z	HIV elongation arrest and recovery
241	274	31	1
244	274	31	1
247	274	31	1
250	274	31	1
252	274	31	1
184	275	31	1
206	275	31	1
229	275	31	1
235	275	31	2
241	275	31	1
244	275	31	1
176	276	31	1
205	276	31	2
226	276	31	1
234	276	31	1
237	276	31	3
243	276	31	2
244	276	31	1
174	277	31	1
205	277	31	1
209	277	31	1
233	277	31	1
234	277	31	1
238	277	31	2
239	277	31	1
241	277	31	1
244	277	31	1
245	277	31	1
177	278	31	1
178	278	31	1
180	278	31	1
205	278	31	2
206	278	31	2
207	278	31	1
208	278	31	1
224	278	31	1
238	278	31	2
242	278	31	1
249	278	31	1
175	279	31	1
206	279	31	1
207	279	31	1
208	279	31	1
235	279	31	1
242	279	31	2
244	279	31	2
246	279	31	1
247	279	31	1
253	279	31	1
176	280	31	1
181	280	31	1
208	280	31	1
219	280	31	1
221	280	31	2
235	280	31	1
238	280	31	1
245	280	31	1
247	280	31	1
176	281	31	1
206	281	31	1
210	281	31	3
222	281	31	2
224	281	31	1
233	281	31	1
234	281	31	2
236	281	31	2
245	281	31	1
173	282	31	1
178	282	31	2
181	282	31	1
220	282	31	1
235	282	31	1
240	282	31	1
246	282	31	1
247	282	31	1
249	282	31	1
250	282	31	2
254	282	31	2
182	283	31	2
208	283	31	1
219	283	31	1
221	283	31	2
232	283	31	1
236	283	31	1
242	283	31	2
246	283	31	1
251	283	31	1
175	284	31	1
181	284	31	1
223	284	31	1
224	284	31	2
231	284	31	1
235	284	31	1
237	284	31	1
241	284	31	1
173	285	31	1
179	285	31	1
222	285	31	2
223	285	31	2
224	285	31	1
229	285	31	1
233	285	31	1
234	285	31	1
235	285	31	1
236	285	31	1
238	285.5	31.5	1
243	285	31	2
244	285	31	1
245	285	31	1
250	285	31	1
251	285	31	1
178	286	31	2
204	286	31	1
218	286	31	2
225	286	31	1
227	286	31	1
229	286	31	1
237	286	31	1
239	286	31	1
244	286	31	1
249	286	31	1
252	286	31	1
220	287	31	1
223	287	31	1
224	287	31	2
225	287	31	1
226	287	31	1
227	287	31	1
228	287	31	2
237	287	31	2
238	287	31	1
239	287	31	1
240	287	31	1
241	287	31	1
246	287	31	1
250	287	31	1
255	287	31	1
187	288	31	1
221	288	31	1
234	288	31	1
240.5	288.5	31.5	1
251	288	31	1
253	288	31	1
225	289	31	2
234	289	31	2
237	289	31	1
238	289	31	2
240	289	31	1
241	289	31	1
242	289	31	1
243	289	31	1
246	289	31	1
250	289	31	1
254	289	31	2
225	290	31	1
232	290	31	1
239	290	31	1
243	290	31	1
197	291	31	1
199	291	31	1
222	291	31	2
223	291	31	1
226	291	31	1
228	291	31	4
229	291	31	1
237	291	31	1
241	291	31	1
249	291	31	2
255	291	31	1
197	292	31	1
198	292	31	2
201	292	31	1
227	292	31	1
235	292	31	1
243	292	31	1
247	292	31	1
252	292	31	2
253	292	31	2
256	292	31	1
229	293	31	1
231	293	31	1
232	293	31	2
239	293	31	2
241	294	32.8	2
246	293	31	1
247	293	31	1
248	293	31	2
256	293	31	2
209	294	31	3
221	294	31	2
227	294	31	3
242	294	31	1
243	294	31	1
244	294	31	1
247	294	31	1
250	294	31	1
251	294	31	1
252	294	31	1
202	295	31	1
220	295	31	1
225	295	31	1
232	295	31	1
233	295	31	1
240	295	31	1
247	295	31	2
252	295	31	1
255	295	31	1
197	296	31	1
223	296	31	1
228	296	31	2
229	296	31	1
235	296	31	2
240	296	31	1
242	296	31	2
246	296	31	1
252	296	31	1
254	296	31	1
221	297	31	2
225	297	31	1
227	297	31	1
231	297	31	1
235	297	31	2
239	297	31	1
242	297	31	1
205	298	31	1
228	298	31	2
235	298	31	1
242	298	31	1
245	298	31	1
248	298	31	1
249	298	31	1
251	298	31	1
230	299	31	2
232	299	31	1
243	299	31	1
245	299	31	1
246	299	31	1
247	299	31	2
251	299	31	2
229	300	31	1
230	300	31	1
231	300	31	2
236	300	31	1
237	300	31	1
246	300	31	2
247	300	31	1
248	300	31	1
221	301	31	1
229	301	31	1
233	301	31	1
236	301	31	2
241	301	31	1
243	301	31	2
247	301	31	1
248	301	31	1
220	302	31	1
223	302	31	1
226	302	31	1
232	302	31	1
235	302	31	1
236	302	31	1
239	302	31	1
243	302	31	1
244	302	31	1
224	303	31	1
231	303	31	1
233	303	31	1
234	303	31	1
235	303	31	1
237	303	31	3
239	303	31	1
245	303	31	1
246	303	31	1
235	304	31	2
237	304	31	1
243	304	31	2
244	304	31	1
224	305	31	1
235	305	31	2
240	305	31	1
236	306	31	1
215	251	32	1
228	251	32	1
229	251	32	1
216	252	32	1
214	253	32	2
215	253	32	1
217	253	32	1
218	253	32	1
223	253	32	1
224	253	32	1
227	253	32	1
229	253	32	1
232	253	32	1
226	254	32	1
232	254	32	1
235	254	32	1
236	254	32	1
238	254	32	1
214	255	32	1
218	255	32	1
219	255	32	2
221	255	32	2
226	255	32	1
227	255	32	1
228	255	32	1
234	255	32	1
236	255	32	1
240	255	32	1
177	256	32	1
216	256	32	1
229	256	32	1
234	256	32	2
237	256	32	1
242	256	32	1
193	257	32	1
202	257	32	3
209	257	32	1
210	257	32	4
228	257	32	1
229	257	32	1
232	257	32	1
182	258	32	2
190	258	32	1
192	258	32	1
193	258	32	1
207	258	32	1
218	258	32	2
219	258	32	1
220	258	32	1
226	258	32	1
228	258	32	1
231	258	32	2
232	258	32	2
235	258	32	2
240	258	32	2
241	258	32	2
207	259	32	1
209	259	32	1
211	259	32	2
216	259	32	1
217	259	32	1
219	259	32	1
220	259	32	1
222	259	32	1
227	259	32	1
230	259	32	1
234	259	32	1
243	259	32	2
245	259	32	1
182	260	32	3
211	260	32	1
218	260	32	1
221	260	32	1
235	260	32	1
236	260	32	1
237	260	32	1
238	260	32	3
240	260	32	3
242	260	32	2
248	260	32	1
194	261	32	1
195	261	32	1
217	261	32	2
218	261	32	2
220	261	32	1
230	261	32	1
231	261	32	1
189	262	32	1
194	262	32	1
198	262	32	2
203	262	32	1
216	262	32	1
221	262.666666666667	33	1
224	262	32	1
225	262	32	1
227	262	32	1
231	262	32	1
233	262	32	1
244	262	32	2
246	262	32	2
248	262	32	2
189	263	32	2
194	263	32	1
198	263	32	1
204	263	32	1
208	263	32	1
211	263	32	2
216	263	32	1
218	263	32	1
220	263	32	2
224	263	32	1
225	263	32	1
227	263	32	1
232	263	32	1
233	263	32	1
236	263	32	1
237	263	32	1
250	263	32	1
189	264	32	2
202	264	32	1
204	264	32	1
214	264	32	2
228	264	32	2
231	264	32	2
232	264	32	1
236	264	32	1
238	264	32	1
246	264	32	1
247	264	32	1
248	264	32	1
176	265	32	1
188	265	32	1
196	265	32	1
198	265	32	2
204	265	32	2
206	265	32	2
212	265	32	2
216	265	32	1
220	265	32	3
221	265	32	1
224	265	32	3
238	265	32	1
243	265	32	2
248	265	32	1
249	265	32	2
251	265	32	1
178	266	32	1
189	266	32	4
194	266	32	1
195	266	32	1
196	266	32	1
220	266	32	1
224	266	32	3
230	266	32	1
235	266	32	1
236	266	32	3
237	266	32	1
238	266	32	1
245	266	32	1
248	266	32	2
249	266	32	1
182	267	32	1
184	267	32	1
188	267	32	1
191	267	32	1
192	267	32	2
193	267	32	1
196	267	32	1
197	267	32	1
208	267	32	2
211	267	32	2
214	267	32	1
216	267	32	1
221	267	32	1
222	267	32	1
228	267	32	1
229	267	32	2
240	267	32	1
246	267	32	1
247	267	32	2
252	267	32	2
195	268	32	1
207	268	32	2
213	268	32	1
214	268	32	2
224	268	32	2
228	268	32	2
231	268	32	1
241	268	32	1
243	268	32	1
245	268	32	1
253	268	32	1
175	269	32	2
177	269	32	1
184	269	32	1
187	269	32	3
193	269	32	1
196	269	32	1
204	269	32	1
209	269	32	1
210	269	32	1
233	269	32	1
238	269	32	1
243	269	32	1
245	269	32	1
249	269	32	1
250	269	32	1
252	269	32	1
172	270	32	1
174	270	32	1
180	270	32	1
197	270	32	1
201	270	32	1
203	270	32	1
206	270	32	1
216	270	32	1
222	270	32	1
224	270	32	1
231	270	32	1
234	270	32	1
239	270	32	1
241	270	32	1
244	270	32	1
245	270	32	2
248	270	32	1
250	270	32	1
174	271	32	2
177	271	32	1
182	271	32	1
183	271	32	1
207	271	32	2
208	271	32	1
212	271	32	2
213	271	32	2
214	271	32	1
215	271	32	1
228	271	32	1
231	271	32	2
234	271	32	1
235	271	32	1
237	271	32	1
244	271	32	1
177	272	32	2
183	272	32	2
184	272	32	1
185	272	32	1
186	272	32	1
201	272	32	1
203	272	32	2
205	272	32	1
206	272	32	1
207	272	32	3
214	272	32	1
226	272	32	2
230	272	32	1
237	272	32	1
243	272	32	1
244	272	32	2
246	272	32	1
248	272	32	2
249	272	32	1
250	272	32	1
251	272	32	1
255	272	32	1
182	273	32	2
208	273	32	2
209	273	32	1
210	273	32	1
211	273	32	3
212	273	32	1
215	273	32	1
228	273	32	1
229	273	32	2
234	273	32	2
235	273	32	1
236	273	32	1
238	273	32	1
243	273	32	1
246	273	32	2
250	273	32	1
173	274	32	1
181	274	32	1
182	274	32	1
215	274	32	2
234	274	32	2
236	274	32	1
237	274	32	1
240	274	32	1
241	274	32	1
243	274	32	2
244	274	32	1
246	274	32	1
250	274	32	1
252	274	32	1
181	275	32	1
184	275	32	2
186	275	32	1
208	275	32	3
211	275	32	1
214	275	32	1
216	275	32	1
226	275	32	1
237	275	32	2
249	275	32	1
250	275	32	3
252	275	32	1
174	276	32	1
175	276	32	1
203	276	32	1
206	276	32	1
234	276	32	2
235	276	32	1
236	276	32	1
242	276	32	1
175	277	32	1
205	277	32	1
210	277	32	1
214	277	32	1
232	277	32	2
239	277	32	1
242	277	32	1
244	277	32	2
245	277	32	2
247	277	32	1
248	277	32	1
176	278	32	1
184	278	32	1
203	278	32	1
204	278	32	1
206	278	32	1
235	278	32	1
236	278	32	1
238	278	32	2
243	278	32	1
244	278	32	1
245	278	32	1
248	278	32	1
250	278	32	1
255	278	32	1
177	279	32	1
181	279	32	1
214	279	32	1
219	279	32	1
234	279	32	1
236	279	32	2
240	279	32	1
243	279	32	1
247	279	32	2
250	279	32	1
173	280	32	1
175	280	32	2
177	280	32	1
205	280	32	1
217	280	32	1
221	280	32	1
229	280	32	1
238	280	32	2
249	280	32	1
173	281	32	3
182	281	32	2
210	281	32	1
211	281	32	2
217	281	32	1
219	281	32	2
223	281	32	1
231	281	32	1
237	281	32	1
241	281	32	1
243	281	32	2
252	281	32	3
182	282	32	1
187	282	32	1
204	282	32	1
220	282	32	2
229	282	32	1
232	282	32	1
242	282	32	1
244	282	32	1
246	282	32	1
248	282	32	1
249	282	32	1
250	282	32	1
251	282	32	2
253	282	32	2
254	282	32	2
256	282	32	1
176	283	32	1
181	283	32	2
208	283	32	2
223	283	32	2
224	283	32	1
236	283	32	1
239	283	32	1
240	283	32	1
242	283	32	1
249	283	32	2
251	283	32	1
253	283	32	1
176	284	32	1
177	284	32	2
181	284	32	1
184	284	32	1
210	284	32	1
219	284	32	1
221	284	32	1
222	284	32	1
227	284	32	1
232	284	32	1
233	284	32	1
241	284	32	3
242	284	32	1
247	284	32	1
254	284	32	1
178	285	32	2
180	285	32	1
204	285	32	1
206	285	32	1
215	285	32	1
218	285	32	2
219	285	32	1
221	285	32	3
222	285	32	1
230	285	32	1
231	285	32	2
234	285	32	1
236	285	32	1
237	285	32	1
240	285	32	2
241	285	32	1
244	285	32	1
246	285	32	1
252	285	32	1
174	286	32	1
177	286	32	2
183	286	32	1
204	286	32	1
222	286	32	2
223	286	32	1
226	286	32	1
227	286	32	1
231	286	32	1
234	286	32	1
237	286	32	1
240	286	32	1
242	286	32	1
246	286	32	2
248	286	32	1
249	286	32	1
250	286	32	1
256	286	32	1
187	287	32	1
208	287	32	2
219	287	32	1
225	287	32	2
227	287	32	1
228	287	32	1
231	287	32	2
233	287	32	1
240	287	32	1
242	287	32	1
243	287	32	2
246	287	32	2
247	287	32	2
248	287	32	1
250	287	32	1
222	288	32	1
223	288	32	1
225	288	32	1
226	288	32	1
227	288	32	1
229	288	32	1
231	288	32	3
232	288	32	1
236	288	32	1
240	288	32	1
242	288	32	2
243	288	32	1
244	288	32	1
246	288	32	1
247	288	32	1
249	288	32	1
253	288	32	1
200	289	32	1
222	289	32	1
224	289	32	1
227	289	32	1
229	289	32	1
234	289	32	1
238	289	32	1
242	289	32	1
243	289	32	1
244	289	32	1
247	289	32	2
253	289	32	1
200	290	32	1
233	290	32	1
237	290	32	1
241	290	32	1
243	290	32	2
245	290	32	1
246	290	32	2
248	290	32	2
253	290	32	1
197	291	32	1
223	291	32	1
226	291	32	1
229	291	32	1
231	291	32	1
235	291	32	1
241	291	32	1
247	291	32	1
250	291	32	1
254	291	32	1
256	291	32	1
197	292	32	2
218	292	32	1
229	292	32	1
233	292	32	1
234	292	32	1
238	292	32	2
243	292	32	1
250	292	32	1
254	292	32	1
255	292	32	1
257	292	32	2
199	293	32	1
207	293	32	2
218	293	32	3
222	293	32	1
229	293	32	1
230	293	32	1
233	293	32	1
234	293	32	1
245	293	32	1
247	293	32	1
249	293	32	2
253	293	32	1
256	293	32	3
202	294	32	1
204	294	32	1
221	294	32	1
224	294	32	1
230	295	33	1
231	294	32	1
235	294	32	2
244	294	32	1
251	294	32	1
252	294	32	2
181	295	32	1
192	295	32	2
217	295	32	2
218	295	32	1
223	295	32	2
224	295	32	1
226	295	32	1
227	295	32	1
228	295	32	3
229	295	32	1
236	295	32	2
241	295	32	2
244	295	32	1
245	295	32	1
247	295	32	1
248	295	32	1
253	295	32	1
197	296	32	2
198	296	32	1
202	296	32	1
218	296	32	1
220	296	32	1
223	296	32	1
226	296	32	1
229	296	32	1
230	296	32	1
232	296	32	2
237	296	32	1
241	296	32	1
243	296	32	1
245	296	32	2
250	296	32	1
198	297	32	2
221	297	32	1
227	297	32	1
230	297	32	1
233	297	32	1
234	297	32	1
237	297	32	1
241	297	32	1
242	297	32	1
247	297	32	2
249	297	32	1
251	297	32	1
252	297	32	2
254	297	32	1
198	298	32	1
199	298	32	1
221	298	32	1
230	298	32	1
234	298	32	1
236	298	32	1
240	298	32	1
244	298	32	1
252	298	32	1
253	298	32	1
226	299	32	1
228	299	32	1
233	299	32	1
235	299	32	3
240	299	32	1
242	299	32	1
225	300	32	1
227	300	32	2
235	300	32	1
236	300	32	2
240	300	32	1
245	300	32	1
247	300	32	1
196	301	32	2
221	301	32	1
227	301	32	1
229	301	32	1
232	301	32	1
233	301	32	1
234	301	32	1
235	301	32	1
239	301	32	1
245	301	32	1
249	301	32	1
223	302	32	1
229	302	32	1
231	302	32	1
233	302	32	1
241	302	32	2
243	302	32	1
248	302	32	1
249	302	32	1
207	303	32	1
222	303	32	1
229	303	32	1
234	303	32	1
239	303	32	1
217	304	32	1
230	304	32	1
233	304	32	1
234	304	32	1
235	304	32	1
237	304	32	1
244	304	32	1
235	305	32	2
241	306	32	1
236	307	32	2
237	307	32	1
223	308	32	2
225	308	32	1
227	308	32	1
229	308	32	1
236	308	32	3
220	309	32	1
224	309	32	1
226	309	32	2
228	309	32	1
231	309	32	1
234	309	32	2
235	309	32	1
225	310	32	1
227	310	32	1
233	310	32	1
234	311	32	1
226	251	33	1
227	251	33	1
226	252	33	1
227	252	33	1
240	252	33	1
217	253	33	1
221	253	33	1
228	253	33	1
237	253	33	1
241	253	33	1
193	254	33	1
217	254	33	1
219	254	33	1
225	254	33	1
227	254	33	1
235	254	33	1
236	254	33	1
218	255	33	2
220	255	33	1
221	255	33	1
226	255	33	1
231	255	33	2
222	256	33	1
227	256	33	1
228	256	33	1
230	256	33	1
238	256	33	2
220	257	33	2
221	257	33	1
222	257	33	1
224	257	33	1
227	257	33	1
235	257	33	1
217	258	33	2
219	258	33	2
221	258	33	1
230	258	33	1
233	258	33	1
239	258	33	2
243	258	33	5
244	258	33	2
189	259	33	1
201	259	33	1
211	259	33	1
213	259	33	1
217	259	33	1
220	259	33	3
222	259	33	1
224	259	33	1
228	259	33	1
229	259	33	2
233	259	33	1
237	259	33	1
243	259	33	1
192	260	33	1
208	260	33	1
217	260	33	1
219	260	33	1
220	260	33	1
223	260	33	1
231	260	33	1
233	260	33	1
236	260	33	1
239	260	33	2
246	260	33	2
182	261	33	2
188	261	33	2
209	261	33	1
222	261	33	1
225	261	33	1
228	261	33	2
232	261	33	1
234	261	33	1
236	261	33	2
240	261	33	1
245	261	33	1
191	262	33	1
203	262	33	2
209	262	33	1
210	262	33	1
211	262	33	1
216	262	33	1
218	262	33	1
219	262	33	1
227	262	33	3
231	262	33	2
236	262	33	1
238	262	33	1
239	262	33	2
240	262	33	1
248	262	33	1
188	263	33	2
198	263	33	1
203	263	33	1
213	263	33	2
214	263	33	2
215	263	33	2
217	263	33	1
218	263	33	1
219	263	33	2
222	263	33	2
225	263	33	1
233	263	33	1
236	263	33	1
239	263	33	1
242	263	33	1
244	263	33	2
245	263	33	1
249	263	33	1
188	264	33	1
189	264	33	1
195	264	33	2
212	264	33	1
216	264	33	1
231	264	33	1
233	264	33	1
235	264	33	1
245	264	33	2
246	264	33	1
185	265	33	1
210	265	33	1
213	265	33	1
217	265	33	1
218	265	33	2
219	265	33	1
224	265	33	1
229	265	33	1
233	265	33	1
235	265	33	1
237	265	33	1
242	265	33	3
243	265	33	1
245	265	33	2
248	265	33	1
251	265	33	1
252	265	33	1
185	266	33	1
190	266	33	1
192	266	33	1
193	266	33	1
194	266	33	1
195	266	33	1
196	266	33	1
197	266	33	1
208	266	33	1
214	266	33	2
218	266	33	1
219	266	33	1
222	266	33	1
228	266	33	1
230	266	33	1
242	266	33	1
249	266	33	1
182	267	33	2
183	267	33	2
186	267	33	1
192	267	33	1
196	267	33	1
202	267	33	1
212	267	33	1
216	267	33	1
223	267	33	1
229	267	33	1
240	267	33	1
244	267	33	1
245	267	33	2
246	267	33	1
248	267	33	1
250	267	33	1
252	267	33	1
188	268	33	1
189	268	33	1
191	268	33	1
192	268	33	1
196	268	33	1
210	268	33	1
211	268	33	3
214	268	33	2
217	268	33	2
220	268	33	1
226	268	33	1
242	268	33	1
245	268	33	2
249	268	33	1
250	268	33	1
252	268	33	1
191	269	33	1
193	269	33	2
195	269	33	3
196	269	33	1
204	269	33	1
208	269	33	2
211	269	33	2
212	269	33	1
217	269	33	1
227	269	33	1
232	269	33	1
234	269	33	1
235	269	33	1
243	269	33	2
244	269	33	2
246	269	33	1
251	269	33	1
183	270	33	1
184	270	33	1
187	270	33	1
198	270	33	1
206	270	33	1
207	270	33	1
210	270	33	1
214	270	33	1
233	270	33	1
241	270	33	1
244	270	33	1
252	270	33	1
180	271	33	1
186	271	33	1
190	271	33	1
204	271	33	1
214	271	33	1
216	271	33	1
224	271	33	1
225	271	33	1
226	271	33	1
229	271	33	1
238	271	33	1
239	271	33	1
243	271	33	1
245	271	33	1
247	271	33	1
182	272	33	2
183	272	33	1
185	272	33	1
189	272	33	2
201	272	33	1
204	272	33	1
210	272	33	1
215	272	33	1
216	272	33	1
217	272	33	2
232	272	33	1
233	272	33	1
237	272	33	1
238	272	33	1
239	272	33	1
240	272	33	1
244	272	33	1
245	272	33	1
246	272	33	1
176	273	33	2
185	273	33	1
196	273	33	1
202	273	33	1
204	273	33	1
205	273	33	1
213	273	33	1
214	273	33	1
215	273	33	1
226	273	33	1
230	273	33	1
243	273	33	1
247	273	33	1
177	274	33	1
182	274	33	1
205	274	33	1
207	274	33	1
209	274	33	1
210	274	33	1
217	274	33	1
232	274	33	1
236	274	33	1
237	274	33	2
238	274	33	1
240	274	33	1
243	274	33	1
245	274	33	2
250	274	33	1
176	275	33	2
184	275	33	1
188	275	33	2
200	275	33	1
202	275	33	2
205	275	33	1
213	275	33	1
214	275	33	2
215	275	33	1
227	275	33	1
235	275	33	2
237	275	33	1
239	275	33	2
244	275	33	2
250	275	33	1
251	275	33	2
192	276	33	1
201	276	33	1
206	276	33	1
207	276	33	1
235	276	33	1
240	276	33	1
241	276	33	1
242	276	33	1
243	276	33	1
173	277	33	1
174	277	33	3
176	277	33	1
180	277	33	1
183	277	33	1
207	277	33	1
208	277	33	1
211	277	33	3
215	277	33	2
216	277	33	1
224	277	33	1
227	277	33	1
234	277	33	1
236	277	33	1
238	277	33	1
239	277	33	1
242	277	33	4
245	277	33	2
246	277	33	2
176	278	33	2
177	278	33	2
178	278	33	1
204	278	33	2
223	278	33	1
234	278	33	2
235	278	33	1
237	278	33	1
175	279	33	1
176	279	33	1
178	279	33	1
241	279	33	1
243	279	33	2
249	279	33	1
174	280	33	1
175	280	33	1
176	280	33	1
177	280	33	1
203	280	33	1
207	280	33	1
211	280	33	1
214	280	33	2
225	280	33	1
237	280	33	1
241	280	33	1
206	281	33	1
207	281	33	1
209	281	33	1
221	281	33	3
223	281	33	1
225	281	33	1
239	281	33	1
241	281	33	1
244	281	33	2
248	281	33	1
249	281	33	1
250	281	33	1
175	282	33	1
177	282	33	1
190	282	33	1
210	282	33	2
214	282	33	1
220	282	33	2
221	282	33	1
224	282	33	1
229	282	33	1
231	282	33	1
234	282	33	2
237	282	33	1
242	282	33	1
243	282	33	1
244	282	33	1
247	282	33	1
248	282	33	1
252	282	33	1
183	283	33	1
209	283	33	1
211	283	33	1
212	283	33	1
215	283	33	1
228	283	33	1
236	283	33	2
237	283	33	1
238	283	33	2
242	283	33	1
247	283	33	1
249	283	33	2
253	283	33	1
187	284	33	1
205	284	33	1
207	284	33	1
211	284	33	1
220	284	33	1
225	284	33	2
231	284	33	2
241	284	33	1
242	284	33	1
243	284	33	3
244	284	33	1
246	284	33	1
247	284	33	1
248	284	33	1
254	284	33	1
178	285	33	1
206	285	33	1
219	285	33	1
220	285	33	1
221	285	33	1
224	285	33	1
225	285	33	2
227	285	33	1
228	285	33	1
230	285	33	1
233	285	33	1
234	285	33	1
237.5	285.5	33.5	2
238	285	33	3
240	285	33	1
248	285	33	2
253	285	33	2
178	286	33	1
188	286	33	1
204	286	33	1
220	286	33	1
225	286	33	2
228	286	33	2
229	286	33	1
238	286	33	1
242	286	33	1
245	286	33	2
246	286	33	1
248	286	33	1
252	286	33	1
185	287	33	1
198	287	33	1
199	287	33	1
219	287	33	1
220	287	33	1
223	287	33	2
224	287	33	1
226	287	33	2
233	287	33	1
245	287	33	1
247	287	33	1
186	288	33	1
231	288	33	1
234	288	33	1
245	288	33	3
246	288	33	1
250	288	33	1
255	288	33	1
200	289	33	1
202	289	33	1
203	289	33	2
222	289	33	1
224	289	33	1
232	289	33	1
241.5	289.5	33.5	1
244	289	33	1
246	289	33	1
249	289	33	2
250	289	33	1
253	289	33	2
184	290	33	1
187	290	33	1
199	290	33	1
202	290	33	1
222	290	33	3
225	290	33	1
232	290	33	1
233	290	33	1
234	290	33	1
242	290	33	1
243	290	33	1
247	290	33	2
250	290	33	1
186	291	33	1
222	291	33	2
223	291	33	1
229	291	33	1
231	291	33	1
238	291	33	2
240	291	33	2
241	291	33	1
242	291	33	1
244	291	33	1
245	291	33	3
247	291	33	1
248	291	33	1
249	291	33	1
200	292	33	1
201	292	33	1
221	292	33	2
226	292	33	2
228	292	33	1
232	292	33	1
236	292	33	2
238	292	33	1
245	292	33	2
246	292	33	1
249	292	33	1
177	293	33	1
199	293	33	1
225	293	33	1
226	293	33	1
228	293	33	1
229	293	33	1
234	293	33	1
235	293	33	4
237	293	33	1
240	293	33	1
246	293	33	1
247	293	33	1
187	294	33	1
199	294	33	2
204	294	33	3
236	294	33	1
243	294	33	2
244	294	33	1
256	294	33	1
182	295	33	1
198	295	33	2
199	295	33	1
237	295	33	1
245	295	33	1
253	295	33	1
194	296	33	1
195	296	33	1
198	296	33	2
199	296	33	1
225	296	33	2
226	296	33	1
228	296	33	1
236	296	33	1
237	296	33	1
197	297	33	1
227	297	33	1
228	297	33	1
232	297	33	1
235	297	33	1
241	297	33	1
182	298	33	2
196	298	33	1
200	298	33	2
238	298	33	2
240	298	33	1
242	298	33	1
243	298	33	1
196	299	33	1
197	299	33	1
201	299	33	1
223	299	33	1
227	299	33	2
234	299	33	2
241	299	33	2
243	299	33	1
246	299	33	1
196	300	33	1
225	300	33	1
226	300	33	1
229	300	33	1
238	300	33	3
244	300	33	1
246	300	33	2
224	301	33	1
225	301	33	1
226	301	33	1
228	301	33	1
229	301	33	1
245	301	33	1
246	301	33	1
209	302	33	1
211	302	33	1
228	302	33	2
231	302	33	1
232	302	33	1
234	302	33	1
244	302	33	1
245	302	33	1
222	303	33	2
224	303	33	1
228	303	33	2
234	303	33	1
243	303	33	1
206	304	33	1
209	304	33	1
227	304	33	2
231	304	33	1
233	304	33	1
235	304	33	1
237	304	33	1
239	304	33	2
242	304	33	2
207	305	33	2
222	305	33	2
225	305	33	1
227	305	33	1
235	305	33	1
223	306	33	1
230	306	33	1
232	306	33	2
242	306	33	1
201	307	33	1
222	307	33	2
223	307	33	1
224	307	33	1
226	307	33	1
233	307	33	3
235	307	33	1
222	308	33	1
224	308	33	2
227	308	33	1
229	308	33	1
235	308	33	1
222	309	33	1
226	309	33	1
228	309	33	1
232	309	33	1
234	309	33	2
235	309	33	1
229	310	33	1
231	310	33	1
234	310	33	2
230	311	33	1
234	311	33	1
222	312	33	3
226	312	33	1
228	312	33	1
231	312	33	1
223	313	33	1
229	313	33	1
236	313	33	1
230	314	33	1
232	314	33	2
236	314	33	1
230	315	33	1
226	250	34	1
229	250	34	1
228	251	34	1
224	252	34	1
225	252	34	1
229	252	34	2
228	253	34	1
229	253	34	1
217	254	34	2
227	254	34	1
235	254	34	1
237	255	34	1
216	256	34	1
221	256	34	2
223	256	34	1
225	256	34	1
232	256	34	1
220	257	34	1
221	257	34	1
223	257	34	1
225	257	34	1
241	257	34	1
212	258	34	4
217	258	34	1
219	258	34	1
220	258	34	2
221	258	34	2
222	258	34	1
224	258	34	1
226	258	34	1
237	258	34	1
241	258	34	1
189	259	34	1
209	259	34	1
217	259	34	1
218	259	34	1
222	259	34	1
226	259	34	1
230	259	34	1
233	259	34	1
234	259	34	1
242	259	34	1
192	260	34	1
211	260	34	1
215	260	34	1
218	260	34	1
226	260	34	1
229	260	34	1
235	260	34	1
236	260	34	1
238	260	34	1
240	260	34	1
242	260	34	1
244	260	34	1
188	261	34	1
190	261	34	2
195	261	34	2
204	261	34	1
208	261	34	2
214	261	34	1
215	261	34	1
225	261	34	1
227	261	34	1
228	261	34	1
230	261	34	1
231	261	34	1
232	261	34	1
235	261	34	1
241	261	34	1
246	261	34	2
189	262	34	1
190	262	34	2
211	262	34	1
215	262	34	1
221	262	34	1
223	262	34	1
228	262	34	1
230	262	34	1
235	262	34	1
241	262	34	1
246	262	34	3
250	262	34	1
188	263	34	1
193	263	34	1
197	263	34	1
204	263	34	1
206	263	34	1
207	263	34	1
211	263	34	3
213	263	34	1
214	263	34	1
224	263	34	1
228	263	34	2
233	263	34	1
234	263	34	3
238	263	34	1
240	263	34	1
241	263	34	1
186	264	34	1
187	264	34	2
192	264	34	1
200	264	34	1
202	264	34	1
203	264	34	2
206	264	34	1
210	264	34	1
213	264	34	1
214	264	34	2
215	264	34	3
216	264	34	2
221	264	34	1
222	264	34	1
226	264	34	1
227	264	34	1
228	264	34	2
233	264	34	1
235	264	34	1
237	264	34	1
242	264	34	1
245	264	34	1
249	264	34	1
176	265	34	2
188	265	34	1
196	265	34	2
205	265	34	1
207	265	34	1
223	265	34	1
230	265	34	2
233	265	34	1
241	265	34	2
243	265	34	1
249	265	34	2
250	265	34	1
178	266	34	1
184	266	34	1
188	266	34	1
193	266	34	1
196	266	34	1
210	266	34	2
221	266	34	1
225	266	34	1
228	266	34	1
238	266	34	1
241	266	34	1
244	266	34	1
249	266	34	1
250	266	34	1
251	266	34	1
182	267	34	1
183	267	34	1
188	267	34	1
189	267	34	1
191	267	34	1
194	267	34	1
197	267	34	1
206	267	34	1
209	267	34	1
