x	y	z	HIV elongation arrest and recovery
215.5	262.5	32.5	1
216	262	32	1
218	262	32	1
227	262	32	1
238	262	32	1
242	262	32	1
244	262	32	1
246	262	32	2
249	262	32	1
250	262	32	1
184	263	32	1
189	263	32	2
212	263	32	1
216	263	32	2
218	263	32	1
220	263	32	1
224	263	32	1
226	263	32	1
228	263	32	1
232	263	32	1
245	263	32	1
247	263	32	1
250	263	32	1
189	264	32	1
194	264	32	1
199	264	32	1
214	264	32	1
215	264	32	1
227	264	32	1
240	264	32	1
176	265	32	1
184	265	32	1
191	265	32	2
193	265	32	1
206	265	32	1
217	265	32	2
221	265	32	1
222	265	32	1
224	265	32	1
226	265	32	1
232	265	32	1
249	265	32	1
251	265	32	1
188	266	32	1
189	266	32	2
195	266	32	1
196	266	32	1
197	266	32	1
212	266	32	1
214	266	32	1
224	266	32	1
228	266	32	1
232	266	32	1
234	266	32	1
235	266	32	1
240	266	32	1
241	266	32	1
245	266	32	1
182	267	32	1
205	267	32	1
208	267	32	2
216	267	32	1
231	267	32	1
237	267	32	1
238	267	32	1
243	267	32	2
245.5	267.5	32.5	1
247	267	32	1
249	267	32	1
252	267	32	1
186	268	32	2
188	268	32	1
189	268	32	1
195	268	32	1
198	268	32	1
212	268	32	1
214	268	32	1
215	268	32	1
216	268	32	2
219	268	32	2
239	268	32	1
247	268	32	1
248	268	32	1
253	268	32	1
175	269	32	1
176	269	32	2
177	269	32	2
180	269	32	1
182	269	32	1
184	269	32	1
186	269	32	1
196	269	32	1
204	269	32	1
210	269	32	1
223	269	32	2
239	269	32	1
240	269	32	1
241	269	32	2
173	270	32	1
174	270	32	1
195	270	32	1
196	270	32	1
200	270	32	1
207	270	32	1
216	270	32	1
222	270	32	2
224	270	32	1
227	270	32	1
233	270	32	1
234	270	32	1
247	270	32	1
249	270	32	1
173	271	32	1
174	271	32	1
182	271	32	1
183	271	32	1
214	271	32	1
216	271	32	1
227	271	32	1
228	271	32	1
231	271	32	1
235	271	32	1
237	271	32	1
240	271	32	1
244	271	32	1
247	271	32	1
249	271	32	1
173	272	32	1
176	272	32	1
183	272	32	1
186	272	32	1
201	272	32	1
211	272	32	1
216	272	32	2
235	272	32	1
237	272	32	1
240	272	32	1
243	272	32	1
244	272	32	1
246	272	32	1
250	272	32	1
174	273	32	1
206	273	32	1
207	273	32	2
209	273	32	1
211	273	32	1
214	273	32	1
215	273	32	1
225	273	32	1
179	274	32	1
182	274	32	1
183	274	32	1
203	274	32	1
205	274	32	1
206	274	32	2
208	274	32	1
209	274	32	1
211	274	32	1
234	274	32	1
238	274	32	1
241	274	32	1
250	274	32	2
181	275	32	1
184	275	32	1
186	275	32	1
202	275	32	1
210	275	32	1
214	275	32	1
238	275	32	1
247	275	32	1
250	275	32	1
204	276	32	1
215	276	32	1
234	276	32	1
174	277	32	1
236	277	32	1
237	277	32	3
241	277	32	1
242	277	32	1
220	278	32	1
224	278	32	1
234	278	32	1
236	278	32	1
237	278	32	1
239	278	32	1
245	278	32	1
249	278	32	1
178	279	32	1
179	279	32	1
234	279	32	1
236	279	32	1
245	279	32	2
247	279	32	1
173	280	32	1
174	280	32	1
175	280	32	2
177	280	32	1
178	280	32	2
180	280	32	1
217	280	32	1
220	280	32	1
232	280	32	1
238	280	32	1
248	280	32	1
182	281	32	2
217	281	32	1
219	281	32	1
221	281	32	1
222	281	32	1
232	281	32	1
233	281	32	1
236	281	32	2
239	281	32	1
245	281	32	1
246	281	32	1
248	281	32	1
250	281	32	1
251	281	32	1
254	281	32	1
173	282	32	1
218	282	32	1
221	282	32	2
222	282	32	1
223	282	32	1
229	282	32	1
237	282	32	1
242	282	32	2
244	282	32	2
183	283	32	2
226	283	32	1
236	283	32	1
241	283	32	1
246	283	32	1
248	283	32	1
249	283	32	1
254	283	32	1
176	284	32	2
186	284	32	1
205	284	32	1
206	284	32	1
208	284	32	2
220	284	32	1
222	284	32	1
236	284	32	1
240	284	32	2
251	284	32	2
225	285	32	1
236	285	32	1
238	285	32	2
241	285	32	1
244	285	32	1
249	285	32	1
254	285	32	1
175	286	32	1
180	286	32	1
204	286	32	2
207	286	32	1
221	286	32	1
223	286	32	1
224	286	32	1
228	286	32	1
229	286	32	1
236	286	32	1
249	286	32	1
252	286	32	1
256	286	32	3
208	287	32	1
219	287	32	1
220	287	32	1
224	287	32	2
227	287	32	1
236.5	287.5	32.5	1
237	287	32	1
243	287	32	1
245	287	32	2
247	287	32	3
248	287	32	1
249	287	32	2
201	288	32	1
220	288	32	1
223	288	32	1
232	288	32	1
243	288	32	4
244	288	32	1
248	288	32	1
200	289	32	1
222	289	32	1
231	289	32	2
233	289	32	1
242	289	32	1
243	289	32	1
221	290	32	1
222	290	32	1
232	290	32	1
233	290	32	1
237	290	32	2
239	290	32	1
247	290	32	2
226	291	32	1
231	291	32	1
233.333333333333	291.333333333333	33	1
243	291	32	1
246	291	32	1
248	291	32	1
255	291	32	2
188	292	32	1
197	292	32	2
198	292	32	1
201	292	32	1
204	292	32	1
218	292	32	1
221	292	32	2
225	292	32	1
233	292	32	2
238	292	32	3
242	292	32	1
248	292	32	1
251	292	32	1
252	292	32	1
257	292	32	2
200	293	32	1
218	293	32	1
222	293	32	2
224	293	32	1
225	293	32	1
227	293	32	1
233	293	32	1
234	293	32	1
241	293	32	1
244	293	32	1
249	293	32	1
256	293	32	2
180	294	32	2
197	294	32	2
199	294	32	1
224	294	32	1
225	294	32	1
230	294	32	1
231	294	32	1
245	294	32	2
246	294	32	1
251	294	32	3
253	294	32	1
192	295	32	2
223	295	32	1
225	295	32	1
229	295	32	1
231	295	32	1
236	295	32	1
240	295	32	1
251	295	32	1
187	296	32	1
220	296	32	2
226	296	32	1
231	296	32	1
237	296	32	1
242	296	32	1
245	296	32	1
250	296	32	1
183	297	32	1
199	297	32	1
227	297	32	1
229	297	32	1
195	298	32	2
197	298	32	1
232	298	32	1
246	298	32	1
249	298	32	2
251	298	32	1
227	299	32	1
235	299	32	1
236	299	32	2
240	299	32	2
241	299	32	1
242	299	32	2
243	299	32	1
225	300	32	1
227	300	32	1
236	300	32	1
240	300	32	1
246	300	32	2
233	301	32	1
234	301	32	2
235	301	32	1
239	301	32	1
241	301	32	1
243	301	32	1
244	301	32	1
246	301	32	1
224	302	32	1
229	302	32	1
230	302	32	2
238	302	32	1
240	302	32	2
242	302	32	3
245	302	32	1
247	302	32	1
207	303	32	1
229	303	32	1
234	303	32	1
239	303	32	1
238	304	32	1
239	304	32	1
243	304	32	1
204	305	32	1
221	305	32	1
234	305	32	1
235	305	32	1
238	305	32	1
208	306	32	1
236	306	32	1
241	306	32	1
242	306	32	1
236	307	32	1
223	308	32	2
227	308	32	1
236	308	32	1
225	309	32	1
235	309	32	3
229	310	32	1
230	310	32	1
231	310	32	1
234	311	32	1
229	312	32	1
235	313	32	1
228	249	33	1
226	252	33	2
216	253	33	1
217	253	33	1
218	253	33	1
224	253	33	1
229	253	33	1
241	253	33	1
217	254	33	1
225	254	33	1
232	254	33	1
235	254	33	1
241	254	33	1
217	255	33	1
218	255	33	1
224	255	33	1
226	255	33	1
215	256	33	1
223	256	33	1
227	256	33	2
230	256	33	1
232	256	33	1
214	257	33	1
216	257	33	1
219	257	33	1
217	258	33	1
219	258	33	1
220	258	33	1
221	258	33	1
230	258	33	1
234	258	33	1
235	258	33	1
201	259	33	1
225	259	33	1
226	259	33	1
231	259	33	1
239	259	33	1
243	259	33	1
208	260	33	1
224	260	33	1
229	260	33	1
233	260	33	1
246	260	33	1
182	261	33	1
195	261	33	1
205	261	33	1
211	261	33	1
214	261	33	1
234	261	33	1
235	261	33	1
239	261	33	2
242	261	33	1
209	262	33	1
210	262	33	1
215	262	33	1
218	262	33	1
230	262	33	1
240	262	33	1
248	262	33	2
212	263	33	1
213	263	33	1
214	263	33	1
217	263	33	1
224	263	33	1
227	263	33	1
231	263	33	1
236	263	33	1
239	263	33	3
240	263	33	1
242	263	33	1
243	263	33	1
247	263	33	2
248	263	33	2
185	264	33	1
211	264	33	2
224	264	33	1
231	264	33	1
233	264	33	2
235	264	33	1
237	264	33	1
242	264	33	1
247	264	33	2
248	264	33	2
250	264	33	1
185	265	33	2
186	265	33	1
188	265	33	1
192	265	33	1
195	265	33	1
207	265	33	1
214	265	33	3
225	265	33	1
226	265	33	1
229	265	33	1
237	265	33	1
245	265	33	1
252	265	33	1
189	266	33	1
214	266	33	1
216	266	33	1
225	266	33	1
230	266	33	1
241	266	33	1
249	266	33	2
183	267	33	1
184	267	33	1
188	267	33	1
191	267	33	1
193	267	33	1
194	267	33	1
197	267	33	1
200	267	33	1
223	267	33	1
235	267	33	1
244	267	33	1
245	267	33	1
246	267	33	1
192	268	33	1
193	268	33	1
208	268	33	1
209	268	33	1
211	268	33	1
212	268	33	1
216	268	33	2
218	268	33	1
226	268	33	1
235	268	33	3
240	268	33	1
242	268	33	1
243	268	33	2
245	268	33	1
249	268	33	1
252	268	33	1
191	269	33	1
196	269	33	2
208	269	33	1
212	269	33	2
215	269	33	1
217	269	33	1
219	269	33	1
239	269	33	2
244	269	33	2
246	269	33	2
187	270	33	1
198	270	33	2
205	270	33	1
206	270	33	1
209	270	33	1
210	270	33	1
231	270	33	1
233	270	33	1
234	270	33	1
240	270	33	1
249	270	33	1
252	270	33	1
173	271	33	1
177	271	33	1
178	271	33	1
181	271	33	1
182	271	33	1
204	271	33	1
209	271	33	1
214	271	33	1
229	271	33	1
231	271	33	1
237	271	33	1
238	271	33	2
242	271	33	1
247	271	33	1
253	271	33	1
176	272	33	2
178	272	33	1
180	272	33	1
184	272	33	1
213	272	33	1
216	272	33	1
234	272	33	2
244	272	33	1
246	272	33	1
173	273	33	1
176	273	33	1
183	273	33	1
201	273	33	1
211	273	33	1
215	273	33	1
217	273	33	1
230	273	33	1
240	273	33	1
253	273	33	1
176	274	33	1
177	274	33	2
181	274	33	1
183	274	33	1
185	274	33	2
190	274	33	2
202	274	33	1
208	274	33	2
209	274	33	2
210	274	33	2
212	274	33	2
229	274	33	2
239	274	33	1
242	274	33	1
175	275	33	1
206	275	33	1
213	275	33	1
239	275	33	1
241	275	33	2
243	275	33	1
244	275	33	1
174	276	33	1
207	276	33	1
232	276	33	1
235	276	33	1
237	276	33	1
243	276	33	1
244	276	33	1
176	277	33	1
183	277	33	1
202	277	33	2
207	277	33	1
208	277	33	2
210	277	33	2
215	277	33	1
227	277	33	1
237	277	33	1
239	277	33	2
245	277	33	1
246	277	33	3
174	278	33	1
176	278	33	1
210	278	33	1
211	278	33	1
223	278	33	1
232	278	33	1
235	278	33	1
238	278	33	1
239	278	33	1
240	278	33	1
245	278	33	1
176	279	33	1
207	279	33	1
240	279	33	2
241	279	33	1
244	279	33	1
175	280	33	1
176	280	33	1
206	280	33	1
208	280	33	1
210	280	33	1
214	280	33	3
220	280	33	1
224	280	33	1
248	280	33	1
250	280	33	1
251	280	33	2
175	281	33	1
204	281	33	1
208	281	33	2
209	281	33	1
222	281	33	1
224	281	33	1
230	281	33	2
243	281	33	1
245	281	33	2
248	281	33	1
250	281	33	3
188	282	33	1
190	282	33	2
210	282	33	1
211	282	33	1
220	282	33	1
221	282	33	1
223	282	33	1
225	282	33	2
241	282	33	1
244	282	33	2
245	282	33	1
248	282	33	1
250	282	33	1
252	282	33	1
176	283	33	1
204	283	33	1
207	283	33	1
227	283	33	1
232	283	33	1
236	283	33	1
237	283	33	1
238	283	33	1
241	283	33	1
242	283	33	1
246	283	33	1
247	283	33	1
253	283	33	2
175	284	33	1
188	284	33	1
205	284	33	2
208	284	33	2
210	284	33	2
220	284	33	1
222	284	33	1
226	284	33	1
233	284	33	1
234	284	33	1
242	284	33	1
248	284	33	1
252	284	33	2
202	285	33	1
212	285	33	2
221	285	33	1
222	285	33	1
223	285	33	2
226	285	33	1
232	285	33	1
233	285	33	1
237.5	285.5	33.5	1
238	285	33	1
243	285	33	2
245	285	33	1
248	285	33	1
188	286	33	1
201	286	33	1
208	286	33	1
209	286	33	1
218	286	33	1
219	286	33	1
220	286	33	1
225	286	33	1
229	286	33	1
230	286	33	1
235	286	33	2
255	286	33	1
204	287	33	1
220	287	33	1
221	287	33	1
222	287	33	1
226	287	33	1
233	287	33	1
235	287	33	1
236	287	33	1
246	287	33	1
247	287	33	1
184	288	33	2
187	288	33	1
196	288	33	1
226	288	33	1
230	288	33	1
233	288	33	1
248	288	33	1
200	289	33	1
224	289	33	1
237	289	33	1
241.5	289.5	33.5	1
246	289	33	1
247	289	33	1
249	289	33	1
185	290	33	1
197	290	33	1
228	290	33	2
235	290	33	1
242	290	33	2
243	290	33	1
246	290	33	1
250	290	33	1
255	290	33	2
185	291	33	2
197	291	33	1
199	291	33	1
200	291	33	1
203	291	33	2
231	291	33	1
232	291	33	1
233	291	33	1
236	291	33	1
200	292	33	1
201	292	33	1
227	292	33	2
229	292	33	1
233	292	33	1
235	292	33	2
238	292	33	1
249	292	33	1
256	292	33	1
197	293	33	3
224	293	33	1
225	293	33	1
235	293	33	1
240	293	33	1
243	293	33	1
247	293	33	1
254	293	33	1
195	294	33	1
199	294	33	1
223	294	33	1
243	294	33	1
252	294	33	2
182	295	33	1
197	295	33	1
199	295	33	1
235	295	33	1
238	295	33	1
243	295	33	1
245	295	33	1
247	295	33	1
254	295	33	1
179	296	33	1
194	296	33	1
199	296	33	1
223	296	33	1
236	296	33	1
237	296	33	1
245	296	33	1
255	296	33	1
195	297	33	1
196	297	33	1
225	297	33	1
228	297	33	1
195	298	33	1
200	298	33	1
235	298	33	1
244	298	33	1
201	299	33	1
222	299	33	1
227	299	33	1
228	299	33	1
230	299	33	1
231	300	33	1
235	300	33	1
196	301	33	2
224	301	33	1
236	301	33	1
242	301	33	1
245	301	33	1
199	302	33	1
211	302	33	1
223	302	33	1
229	302	33	1
230	302	33	1
237	302	33	1
222	303	33	1
223	303	33	2
224	303	33	1
228	303	33	1
233	303	33	1
236	303	33	2
243	303	33	2
227	304	33	2
230	304	33	1
233	304	33	1
239	304	33	1
233	305	33	2
237	305	33	1
238	305	33	2
199	306	33	1
230	306	33	1
236	306	33	2
238	306	33	1
223	307	33	1
233	307	33	1
235	307	33	1
217	308	33	1
229	308	33	1
237	308	33	1
242	308	33	1
232	309	33	1
237	309	33	2
223	310	33	1
228	310	33	1
233	310	33	2
227	311	33	1
230	311	33	1
232	311	33	1
235	311	33	1
222	312	33	1
232	312	33	1
229	313	33	2
235	313	33	1
229	250	34	1
228	251	34	1
229	251	34	1
225	252	34	1
225	253	34	1
227	253	34	1
228	253	34	1
229	253	34	1
217	254	34	1
225	254	34	1
227	254	34	1
239	254	34	2
218	255	34	2
221	255	34	1
224	255	34	1
242	255	34	3
190	256	34	1
215	256	34	1
218	256	34	1
225	256	34	1
232	256	34	1
241	256	34	1
217	257	34	1
219	257	34	1
220	257	34	2
223	257	34	1
227	257	34	1
241	257	34	1
200	258	34	2
201	258	34	1
212	258	34	1
216	258	34	2
219	258	34	1
223	258	34	1
226	258	34	1
228	258	34	1
240	258	34	1
209	259	34	2
217	259	34	1
218	259	34	1
228	259	34	1
229	259	34	1
231	259	34	1
232	259	34	1
235	259	34	1
238	259	34	1
241	259	34	1
212	260	34	1
214	260	34	1
218	260	34	1
219	260	34	1
225	260	34	1
228	260	34	2
229	260	34	1
230	260	34	1
236	260	34	1
242	260	34	2
243	260	34	1
244	260	34	1
188	261	34	1
195	261	34	2
216	261	34	1
221	261	34	2
222	261	34	2
227	261	34	1
229	261	34	2
231	261	34	1
240	261	34	1
246	261	34	1
190	262	34	1
211	262	34	1
217	262	34	1
220	262	34	1
226	262	34	1
228	262	34	2
234	262	34	2
241	262	34	1
243	262	34	1
244	262	34	1
185	263	34	1
204	263	34	1
206	263	34	1
213	263	34	1
219	263	34	1
224	263	34	1
225	263	34	1
226	263	34	1
227	263	34	1
228	263	34	1
229	263	34	1
232	263	34	1
235	263	34	1
237	263	34	1
239	263	34	1
241	263	34	1
205	264	34	1
210	264	34	2
213	264	34	1
217	264	34	1
218	264	34	1
220	264	34	1
227	264	34	1
229	264	34	1
234	264	34	1
236	264	34	1
237	264	34	2
239	264	34	1
240	264	34	1
245	264	34	1
249	264	34	1
188	265	34	1
189	265	34	1
192	265	34	1
204	265	34	1
210	265	34	2
211	265	34	1
219	265	34	1
220	265	34	1
221	265	34	4
234	265	34	2
239	265	34	1
245	265	34	1
194	266	34	1
210	266	34	1
217	266	34	3
221	266	34	1
237	266	34	1
240	266	34	1
242	266	34	1
243	266	34	1
182	267	34	1
189	267	34	2
191	267	34	1
206	267	34	1
210	267	34	1
211	267	34	1
215	267	34	1
221	267	34	1
223	267	34	3
225	267	34	1
230	267	34	1
250	267	34	1
176	268	34	1
183	268	34	1
188	268	34	1
189	268	34	1
191	268	34	1
193	268	34	1
194	268	34	1
195	268	34	1
208	268	34	1
217	268	34	1
220	268	34	1
222	268	34	1
244	268	34	2
245	268	34	1
246	268	34	1
183	269	34	1
187	269	34	1
189	269	34	1
191	269	34	1
192	269	34	1
208	269	34	2
217	269	34	1
219	269	34	1
230	269	34	1
235	269	34	1
239	269	34	1
245	269	34	1
252	269	34	2
253	269	34	1
175	270	34	1
180	270	34	2
183	270	34	1
184	270	34	1
185	270	34	1
186	270	34	1
187	270	34	1
197	270	34	1
199	270	34	1
206	270	34	1
209	270	34	1
221	270	34	1
242	270	34	3
245	270	34	1
249	270	34	1
172	271	34	1
178	271	34	3
180	271	34	1
181	271	34	1
182	271	34	1
185	271	34	1
186	271	34	1
189	271	34	1
205	271	34	1
209	271	34	1
210	271	34	1
212	271	34	1
213	271	34	1
215	271	34	1
217	271	34	2
218	271	34	1
230	271	34	1
240	271	34	1
242	271	34	1
243	271	34	2
247	271	34	1
249	271	34	1
173	272	34	1
181	272	34	1
182	272	34	2
185	272	34	1
205	272	34	1
206	272	34	1
232	272	34	2
236	272	34	1
239	272	34	1
240	272	34	1
247	272	34	1
249	272	34	1
185	273	34	2
207	273	34	1
215	273	34	1
216	273	34	1
218	273	34	1
231	273	34	1
233	273	34	1
236	273	34	1
239	273	34	1
243	273	34	1
174	274	34	2
178	274	34	1
180	274	34	1
186	274	34	1
187	274	34	1
196	274	34	2
211	274	34	1
229	274	34	2
231	274	34	1
240	274	34	1
241	274	34	1
246	274	34	1
176	275	34	2
185	275	34	1
203	275	34	1
208	275	34	1
209	275	34	1
212	275	34	1
217	275	34	1
231	275	34	1
237	275	34	1
238	275	34	1
187	276	34	1
209	276	34	1
210	276	34	1
211	276	34	1
240	276	34	1
243	276	34	2
183	277	34	2
204	277	34	1
207	277	34	1
208	277	34	1
209	277	34	1
213	277	34	1
215	277	34	1
234	277	34	2
235	277	34	1
245	277	34	1
175	278	34	2
178	278	34	1
193	278	34	2
210	278	34	1
214	278	34	1
234	278	34	2
174	279	34	1
175	279	34	1
176	279	34	3
209	279	34	1
210	279	34	1
217	279	34	1
219	279	34	1
232	279	34	1
241	279	34	1
245	279	34	1
247	279	34	1
248	279	34	1
177	280	34	2
181	280	34	1
187	280	34	1
205	280	34	1
206	280	34	2
207	280	34	1
208	280	34	1
210	280	34	1
221	280	34	1
233	280	34	1
239	280	34	1
173	281	34	1
174	281	34	1
191	281	34	1
192	281	34	2
207	281	34	1
209	281	34	1
210	281	34	1
221	281	34	1
231	281	34	1
179	282	34	1
187	282	34	1
190	282	34	1
206	282	34	1
207	282	34	1
208	282	34	2
210	282	34	1
212	282	34	1
215	282	34	1
220	282	34	1
223	282	34	1
230	282	34	1
232	282	34	2
235	282	34	1
245	282	34	1
248	282	34	2
249	282	34	1
192	283	34	1
207	283	34	1
218	283	34	1
219	283	34	1
222	283	34	2
228	283	34	3
230	283	34	1
231	283	34	1
232	283	34	1
233	283	34	1
235	283	34	1
243	283	34	1
245	283	34	1
186	284	34	1
205	284	34	1
207	284	34	2
210	284	34	1
219	284	34	1
223	284	34	1
226	284	34	1
229	284	34	1
236	284	34	1
237	284	34	2
245	284	34	1
246	284	34	2
247	284	34	1
248	284	34	2
249	284	34	1
179	285	34	1
187	285	34	1
202	285	34	1
206	285	34	2
219	285	34	1
221	285	34	2
223	285	34	1
229	285	34	1
231	285	34	1
243	285	34	1
176	286	34	1
177	286	34	1
188	286	34	1
199	286	34	1
209	286	34	1
223	286	34	1
226	286	34	1
227	286	34	1
228	286	34	1
229	286	34	1
231	286	34	1
234	286	34	1
237	286	34	1
239	286	34	1
242	286	34	1
243	286	34	1
247	286	34	1
248	286	34	1
255	286	34	1
199	287	34	1
209	287	34	1
219	287	34	2
222	287	34	1
224	287	34	1
236	287	34	1
239	287	34	2
243	287	34	1
184	288	34	1
199	288	34	1
201	288	34	2
203	288	34	1
205	288	34	1
206	288	34	1
221	288	34	1
223	288	34	1
229	288	34	1
233	288	34	1
235	288	34	1
238	288	34	1
239	288	34	3
240	288	34	2
246	288	34	1
198	289	34	1
199	289	34	1
200	289	34	2
219	289	34	1
224	289	34	1
226	289	34	1
230	289	34	1
232	289	34	1
233	289	34	1
241	289	34	1
246	289	34	1
176	290	34	1
187	290	34	1
199	290	34	3
203	290	34	1
225	290	34	1
229	290	34	1
233	290	34	1
244	290	34	2
186	291	34	1
199	291	34	1
200	291	34	1
203	291	34	1
221	291	34	1
225	291	34	3
229	291	34	1
231	291	34	1
235	291	34	1
244	291	34	1
196	292	34	1
201	292	34	1
202	292	34	1
229	292	34	1
247	292	34	2
190	293	34	1
196	293	34	1
197	293	34	1
204	293	34	1
205	293	34	1
207	293	34	1
225	293	34	1
235	293	34	1
237	293	34	1
242	293	34	2
243	293	34	1
244	293	34	1
197	294	34	1
199	294	34	1
201	294	34	1
229	294	34	1
179	295	34	2
192	295	34	1
194	295	34	1
196	295	34	1
218	295	34	2
229	295	34	1
238	295	34	1
240	295	34	1
182	296	34	1
198	296	34	1
199	296	34	1
200	296	34	1
217	296	34	2
223	296	34	1
230	296	34	1
179	297	34	1
194	297	34	1
202	297	34	2
204	297	34	2
220	297	34	1
224	297	34	1
231	297	34	1
235	297	34	1
236	297	34	1
247	297	34	1
182	298	34	1
194	298	34	1
196	298	34	1
203	298	34	3
223	298	34	1
224	298	34	1
233	298	34	2
237	298	34	1
239	298	34	1
246	298	34	1
180	299	34	1
199	299	34	1
203	299	34	1
207	299	34	1
226	299	34	1
229	299	34	1
232	299	34	2
239	299	34	1
242	299	34	1
245	299	34	1
224	300	34	1
226	300	34	1
229	300	34	1
230	300	34	1
237	300	34	1
238	300	34	1
241	300	34	1
197	301	34	1
231	301	34	1
236	301	34	1
223	302	34	1
230	302	34	2
225	303	34	2
244	303	34	1
245	303	34	1
194	304	34	1
227	304	34	1
199	305	34	1
225	305	34	1
230	305	34	1
233	305	34	2
223	306	34	1
225	306	34	1
230	306	34	1
238	306	34	1
244	306	34	2
224	307	34	1
234	307	34	1
236	307	34	1
237	307	34	2
225	308	34	1
232	308	34	1
239	308	34	1
241	308	34	1
225	309	34	2
234	309	34	1
216	310	34	1
221	310	34	1
224	310	34	1
229	310	34	1
230	310	34	1
237	310	34	1
239	310	34	1
231	311	34	2
216	312	34	1
221	312	34	1
228	312	34	1
230	312	34	1
236	312	34	1
237	312	34	1
234	313	34	1
233	315	34	1
228	316	34	1
233	316	34	1
231	317	34	2
232	317	34	2
228	250	35	1
227	251	35	1
228	251	35	1
223	252	35	1
226	252	35	2
229	252	35	1
219	253	35	1
227	254	35	2
230	254	35	1
231	254	35	2
209	255	35	1
220	255	35	1
223	255	35	1
224	255	35	1
225	255	35	1
230	255	35	1
216	256	35	1
222	256	35	1
226	256	35	1
229	256	35	1
230	256	35	1
240	256	35	1
243	256	35	1
210	257	35	1
215	257	35	1
221	257	35	1
223	257	35	2
224	257	35	1
226	257	35	1
227	257	35	2
239	257	35	1
240	257	35	2
203	258	35	1
216	258	35	1
218	258	35	1
222	258	35	1
229	258	35	1
237	258	35	1
239	258	35	1
190	259	35	1
215	259	35	1
221	259	35	1
225	259	35	3
226.5	259.5	35.5	1
233	259	35	1
239	259	35	1
240	259	35	1
215	260	35	1
223	260	35	1
225	260	35	1
226	260	35	2
228	260	35	1
229	260	35	3
230	260	35	1
231	260	35	1
238	260	35	2
239	260	35	1
240	260	35	1
242	260	35	2
244	260	35	1
189	261	35	1
193	261	35	1
210	261	35	1
211	261	35	1
212	261	35	1
213	261	35	1
220	261	35	1
226	261	35	2
227	261	35	1
230	261	35	1
237	261	35	1
245	261	35	1
246	261	35	3
189	262	35	1
210	262	35	1
213	262	35	1
215	262	35	1
218	262	35	1
219	262	35	2
222	262	35	2
224	262	35	1
228	262	35	2
233	262	35	1
238	262	35	2
240	262	35	1
245	262	35	1
248	262	35	1
191	263	35	1
192	263	35	1
205	263	35	1
208	263	35	1
211	263	35	2
213	263	35	1
217	263	35	1
219	263	35	1
220	263	35	2
224	263	35	2
225	263	35	1
227	263	35	1
233	263	35	1
236	263	35	1
237	263	35	1
240	263	35	1
241	263	35	1
244	263	35	1
249	263	35	1
191	264	35	1
192	264	35	1
211	264	35	1
214	264	35	1
219	264	35	1
221	264	35	1
222	264	35	1
223	264	35	1
225	264	35	1
227	264	35	1
229	264	35	1
232	264	35	1
234	264	35	1
236	264	35	1
238	264	35	2
242	264	35	1
178	265	35	1
187	265	35	2
188	265	35	1
190	265	35	1
196	265	35	1
204	265	35	1
205	265	35	1
209	265	35	1
211	265	35	1
212	265	35	1
216	265	35	4
217	265	35	1
219	265	35	1
225	265	35	1
229	265	35	1
238	265	35	2
241	265	35	1
247	265	35	1
249	265	35	1
186	266	35	1
191	266	35	1
192	266	35	1
196	266	35	1
205	266	35	1
208	266	35	1
220	266	35	2
228	266	35	2
234	266	35	2
240	266	35	1
243	266	35	1
246	266	35	1
250	266	35	1
176	267	35	2
191	267	35	1
210	267	35	1
214	267	35	1
219	267	35	1
220	267	35	1
229	267	35	1
232	267	35	1
233	267	35	2
235	267	35	1
243	267	35	2
246	267	35	1
249	267	35	1
250	267	35	1
177	268	35	1
183	268	35	1
186	268	35	1
192	268	35	1
195	268	35	1
203	268	35	1
208	268	35	1
216	268	35	1
217	268	35	2
218	268	35	1
220	268	35	2
222	268	35	1
232	268	35	1
240	268	35	1
243	268	35	2
246	268	35	1
247	268	35	1
172	269	35	1
174	269	35	1
181	269	35	1
186	269	35	1
188	269	35	1
191	269	35	1
196	269	35	1
201	269	35	1
202	269	35	1
210	269	35	1
216	269	35	1
217	269	35	1
218	269	35	1
232	269	35	1
238	269	35	1
240	269	35	1
245	269	35	2
246	269	35	1
249	269	35	1
250	269	35	1
176	270	35	1
178	270	35	1
187	270	35	1
193	270	35	1
194	270	35	1
195	270	35	1
196	270	35	1
198	270	35	1
199	270	35	1
202	270	35	1
206	270	35	1
216	270	35	1
217	270	35	1
218	270	35	1
223	270	35	1
233	270	35	1
240	270	35	2
244	270	35	1
245	270	35	1
250	270	35	1
173	271	35	1
186	271	35	1
187	271	35	1
189	271	35	1
198	271	35	1
205	271	35	1
207	271	35	1
209	271	35	1
220	271	35	2
228	271	35	1
234	271	35	1
235	271	35	1
240	271	35	1
247	271	35	1
250	271	35	1
173	272	35	1
174	272	35	2
179	272	35	1
180	272	35	1
185	272	35	2
190	272	35	1
191	272	35	1
192	272	35	2
202	272	35	1
203	272	35	1
229	272	35	1
233	272	35	1
234	272	35	1
235	272	35	1
239	272	35	1
178	273	35	1
182	273	35	2
205	273	35	1
209	273	35	1
215	273	35	1
216	273	35	1
227	273	35	1
238	273	35	1
239	273	35	2
241	273	35	1
171	274	35	1
179	274	35	1
181	274	35	1
196	274	35	1
203	274	35	2
204	274	35	1
211	274	35	1
213	274	35	1
225	274	35	1
231	274	35	1
233	274	35	1
234	274	35	1
245	274	35	1
176	275	35	1
178	275	35	3
185	275	35	1
189	275	35	2
210	275	35	1
218	275	35	1
238	275	35	1
