x	y	z	Toll Like Receptor 3 (TLR3) Cascade
248	269	30	2
178	270	30	5
181	270	30	2
183	270	30	2
184	270	30	1
195	270	30	1
196	270	30	1
197	270	30	3
198	270	30	1
201	270	30	2
214	270	30	2
215	270	30	1
216	270	30	1
217	270	30	1
227	270	30	4
230	270	30	2
232	270	30	1
238	270	30	1
245	270	30	1
175	271	30	1
181	271	30	2
183	271	30	2
187	271	30	1
188	271	30	1
194	271	30	1
198	271	30	2
200	271	30	1
206	271	30	1
208	271	30	2
211	271	30	1
215	271	30	1
216	271	30	1
225	271	30	1
232	271	30	1
233	271	30	2
244	271	30	2
249	271	30	3
179	272	30	2
180	272	30	2
181	272	30	1
182	272	30	2
197	272	30	1
203	272	30	2
224	272	30	2
227	272	30	1
233	272	30	2
235	272	30	2
238	272	30	2
239	272	30	2
240	272	30	1
242	272	30	1
245	272	30	1
247	272	30	1
250	272	30	2
181	273	30	1
182	273	30	1
183	273	30	2
203	273	30	1
206	273	30	3
210	273	30	1
211	273	30	1
213	273	30	1
227	273	30	2
233	273	30	1
234	273	30	2
236	273	30	1
239	273	30	1
241	273	30	1
180	274	30	1
182	274	30	1
203	274	30	1
208	274	30	3
211	274	30	1
212	274	30	1
214	274	30	3
233	274	30	2
234	274	30	4
236	274	30	1
239	274	30	1
244	274	30	2
251	274	30	1
180	275	30	1
183	275	30	3
184	275	30	1
211	275	30	1
213	275	30	1
215	275	30	1
237	275	30	1
238	275	30	1
239	275	30	1
242	275	30	1
244	275	30	2
250	275	30	2
179	276	30	1
186	276	30	2
206	276	30	1
232	276	30	1
233	276	30	1
240	276	30	1
243	276	30	2
246	276	30	1
249	276	30	1
253	276	30	1
174	277	30	1
180	277	30	1
205	277	30	1
206	277	30	2
208	277	30	1
232	277	30	1
238	277	30	1
239	277	30	3
241	277	30	1
247	277	30	3
249	277	30	2
175	278	30	2
190	278	30	4
201	278	30	2
206	278	30	1
208	278	30	1
226	278	30	2
230	278	30	2
236	278	30	2
237	278	30	1
243	278	30	2
248	278	30	1
249	278	30	1
206	279	30	3
234	279	30	1
235	279	30	1
236	279	30	1
237	279	30	1
240	279	30	1
245	279	30	4
250	279	30	1
251	279	30	1
254	279	30	2
175	280	30	2
178	280	30	1
206	280	30	1
219	280	30	2
226	280	30	1
232	280	30	2
233	280	30	1
235	280	30	1
237	280	30	1
238	280	30	1
239	280	30	2
241	280	30	1
242	280	30	2
245	280	30	1
246	280	30	2
247	280	30	1
248	280	30	1
249	280	30	3
252	280	30	1
181	281	30	1
214	281	30	1
233	281	30	2
234	281	30	3
237	281	30	1
242	281	30	1
245	281	30	3
249	281	30	1
252	281	30	2
254	281	30	1
177	282	30	1
179	282	30	1
182	282	30	3
219	282	30	2
220	282	30	1
221	282	30	1
222	282	30	1
223	282	30	1
229	282	30	1
234	282	30	2
235	282	30	1
237	282	30	1
238	282	30	1
239	282	30	1
240	282	30	1
245	282	30	2
246	282	30	2
248	282	30	1
250	282	30	2
251	282	30	2
253	282	30	1
254	282	30	1
256	282	30	2
179	283	30	1
202	283	30	1
205	283	30	1
219	283	30	2
220	283	30	1
236	283	30	2
240	283	30	2
241	283	30	1
248	283	30	1
250	283	30	3
252	283	30	1
254	283	30	1
257	283	30	1
181	284	30	1
220	284	30	1
221	284	30	1
240	284	30	2
241.666666666667	284.666666666667	31	1
245	284	30	1
249	284	30	1
252	284	30	1
253	284	30	1
211	285	30	1
220	285	30	1
224	285	30	1
227	285	30	1
229	285	30	1
236	285	30	1
242	285	30	2
245	285.666666666667	31	2
246	285	30	1
248	285	30	1
254	285	30	1
256	285	30	2
180	286	30	2
205	286	30	1
206	286	30	2
219	286	30	2
224	286	30	4
225	286	30	1
227	286	30	2
228	286	30	1
229	286	30	2
230	286	30	1
234	286	30	2
235	286	30	2
238	286	30	1
239	286	30	1
241	286	30	2
245	286	30	2
248	286	30	1
249	286	30	1
252	286	30	2
256	286	30	1
207	287	30	1
219	287	30	1
220	287	30	1
222	287	30	1
224	287	30	2
234	287	30	1
241	287	30	2
244	287	30	1
250	287	30	4
251	287	30	2
199	288	30	1
225	288	30	3
226	288	30	1
229	288	30	1
231	288	30	1
235	288	30	2
236	288	30	2
241	288	30	2
243	288	30	1
246	288	30	1
247	288	30	1
248	288	30	1
199	289	30	1
200	289	30	1
201	289	30	4
222	289	30	1
224	289	30	1
228	289	30	1
230	289	30	1
231	289	30	1
233	289	30	3
234	289	30	2
235	289	30	1
238	289	30	1
240	289	30	2
243	289	30	1
245	289	30	3
246	289	30	2
256	289	30	1
220	290	30	1
222	290	30	1
225	290	30	1
226	290	30	1
227	290	30	1
232	290	30	1
235	290	30	1
236	290	30	2
239	290	30	1
242	290	30	1
244	290	30	1
246	290	30	1
250	290	30	2
253	290	30	1
257	290	30	2
197	291	30	1
198	291	30	1
227	291	30	1
232	291	30	3
234	291	30	2
235	291	30	2
239	291	30	1
245	291	30	1
246	291	30	1
249	291	30	3
250	291	30	1
251	291	30	2
194	292	30	1
198	292	30	1
203	292	30	3
213	292	30	2
220	292	30	2
226	292	30	2
229	292	30	1
230	292	30	2
231	292	30	1
236	292	30	1
245	292	30	4
246	292	30	2
248	292	30	1
249	292	30	1
251	292	30	1
201	293	30	2
222	293	30	2
224	293	30	1
225	293	30	1
227	293	30	3
229	293	30	1
233	293	30	1
236	293	30	5
240	293	30	1
241	293	30	1
243	293	30	1
244	293	30	1
245	293	30	1
246	293	30	1
247	293	30	2
249	293	30	1
253	293	30	2
189	294	30	2
210	294	30	1
220	294	30	3
221	294	30	1
229	294	30	1
230	294	30	1
231	294	30	1
232	294	30	2
233	294	30	1
236	294	30	2
237	294	30	4
241	294	30	2
244	294	30	4
245	294	30	2
250	294	30	1
253	294	30	1
254	294	30	1
257	294	30	1
258	294	30	2
197	295	30	1
218	295	30	2
220	295	30	2
221	295	30	1
222	295	30	1
224	295	30	2
225	295	30	1
226	295	30	2
227	295	30	1
228	295	30	1
234	295	30	2
241	295	30	1
243	295	30	1
244	295	30	2
247	295	30	3
254	295	30	1
256	295	30	1
257	295	30	3
186	296	30	1
222	296	30	4
228	296	30	1
232	296	30	1
233	296	30	3
235	296	30	2
237	296	30	1
242	296	30	1
243	296	30	2
246	296	30	1
247	296	30	2
221	297	30	1
223	297	30	3
226	297	30	1
231	297	30	1
232	297	30	2
237	297	30	2
238	297	30	2
241	297	30	1
244	297	30	1
246	297	30	4
248	297	30	1
252	297	30	2
215	298	30	3
221	298	30	3
222	298	30	1
224	298	30	1
225	298	30	2
227	298	30	2
229	298	30	1
230	298	30	2
232	298	30	1
233	298	30	2
235	298	30	1
237	298	30	2
242	298	30	1
245	298	30	1
246	298	30	2
248	298	30	1
249	298	30	2
250	298	30	1
251	298	30	2
252	298	30	1
215	299	30	1
218	299	30	1
229	299	30	2
231	299	30	1
236	299	30	1
242	299	30	1
244	299	30	2
246	299	30	1
247	299	30	1
248	299	30	1
250	299	30	2
252	299	30	3
214	300	30	1
222	300	30	4
225	300	30	3
227	300	30	2
230	300	30	2
232	300	30	1
233	300	30	1
241	300	30	1
247	300	30	1
248	300	30	2
251	300	30	1
223	301	30	2
225	301	30	1
227	301	30	2
230	301	30	1
235	301	30	2
237	301	30	1
238	301	30	3
239	301	30	1
240	301	30	2
241	301	30	1
242	301	30	1
243	301	30	2
246	301	30	2
247	301	30	1
248	301	30	2
249	301	30	1
223	302	30	1
226	302	30	2
229	302	30	2
239	302	30	2
240	302	30	3
248	302	30	1
223	303	30	1
225	303	30	2
237	303	30	1
240	303	30	1
243	303	30	4
246	303	30	1
233	304	30	1
235	304	30	2
236	304	30	1
237	304	30	1
238	304	30	1
242	304	30	1
233	305	30	1
236	305	30	3
238	306	30	1
240	306	30	1
235	251	31	1
216	252	31	1
225	252	31	3
229	252	31	1
235	252	31	1
239	252	31	1
193	253	31	1
228	253	31	1
232	253	31	1
237	253	31	1
226	254	31	2
227	254	31	2
229	254	31	1
231	254	31	1
238	254	31	1
191	255	31	1
195	255	31	2
215	255	31	3
226	255	31	2
229	255	31	2
230	255	31	1
234	255	31	1
235	255	31	2
236	255	31	1
237	255	31	1
238	255	31	1
207	256	31	3
216	256	31	1
233	256	31	2
215	257	31	2
216	257	31	1
230	257	31	1
232	257	31	2
233	257	31	1
237	257	31	1
238	257	31	1
188	258	31	1
190	258	31	1
205	258	31	1
215	258	31	2
229	258	31	1
230	258	31	1
231	258	31	1
235	258	31	2
239	258	31	1
240	258	31	1
206	259	31	1
209	259	31	6
216	259	31	2
227	259	31	1
229	259	31	3
231	259	31	1
237	259	31	1
239	259	31	1
187	260	31	1
188	260	31	2
190	260	31	1
195	260	31	1
209	260	31	1
220	260	31	2
224	260	31	3
227	260	31	1
228	260	31	1
231	260	31	1
234	260	31	2
235	260	31	1
239	260	31	1
240	260	31	2
244	260	31	1
246	260	31	2
184	261	31	1
187	261	31	1
195	261	31	1
210	261	31	1
216	261	31	1
217	261	31	2
225	261	31	1
228	261	31	1
229	261	31	1
230	261	31	1
231	261	31	2
235	261	31	1
243	261	31	2
244	261	31	1
245	261	31	2
249	261	31	2
186	262	31	1
193	262	31	1
194	262	31	2
195	262	31	3
207	262	31	1
210	262	31	1
216	262	31	1
217	262	31	1
219	262	31	1
220	262	31	1
221	262	31	1
222	262	31	3
225	262	31	1
227	262	31	2
229	262	31	3
230	262	31	1
235	262	31	1
242	262	31	1
248	262	31	1
249	262	31	2
186	263	31	1
187	263	31	2
188	263	31	2
197	263	31	2
200	263	31	1
211	263	31	1
215	263	31	2
220	263	31	1
222	263	31	1
223	263	31	3
226	263	31	1
227	263	31	2
228	263	31	1
229	263	31	1
233	263	31	1
235	263	31	2
238	263	31	1
240	263	31	3
244	263	31	3
248	263	31	1
249	263	31	1
178	264	31	3
184	264	31	1
188	264	31	1
189	264	31	2
190	264	31	2
194	264	31	1
195	264	31	2
197	264	31	2
209	264	31	1
210	264	31	1
214	264	31	1
215	264	31	1
220	264	31	1
221	264	31	3
222	264	31	2
223	264	31	1
224	264	31	2
228	264	31	2
234	264	31	2
237	264	31	1
238	264	31	1
239	264	31	1
240	264	31	2
245	264	31	2
246	264	31	2
248	264	31	3
249	264	31	2
184	265	31	2
185	265	31	2
205	265	31	1
213	265	31	1
214	265	31	2
222	265	31	2
223	265	31	1
232	265	31	2
235	265	31	2
236	265	31	1
238	265	31	1
239	265	31	2
245	265	31	1
248	265	31	2
249	265	31	1
250	265	31	1
187	266	31	1
189	266	31	1
198	266	31	3
211	266	31	1
212	266	31	2
215	266	31	1
217	266	31	1
219	266	31	1
231	266	31	1
232	266	31	1
243	266	31	1
251	266	31	2
176	267	31	1
183	267	31	1
186	267	31	2
194	267	31	1
195	267	31	1
196	267	31	2
197	267	31	1
216	267	31	1
219	267	31	2
222	267	31	1
227	267	31	1
228	267	31	1
231	267	31	2
232	267	31	2
233	267	31	1
235	267	31	3
236	267	31	1
238	267	31	3
241	267	31	1
244	267	31	1
246	267	31	1
248	267	31	1
197	268	31	1
198	268	31	1
210	268	31	2
213	268	31	2
216	268	31	1
224	268	31	1
225	268	31	2
231	268	31	1
238	268	31	1
240	268	31	1
241	268	31	2
242	268	31	1
243	268	31	1
244	268	31	1
247	268	31	1
182	269	31	1
183	269	31	1
198	269	31	1
201	269	31	1
204	269	31	2
210	269	31	1
213	269	31	2
230	269	31	1
232	269	31	2
239	269	31	2
243	269	31	1
248	269	31	2
252	269	31	2
173	270	31	1
181	270	31	1
183	270	31	1
194	270	31	1
198	270	31	1
199	270	31	2
200	270	31	2
201	270	31	1
212	270	31	2
215	270	31	1
216	270	31	1
231	270	31	1
242	270	31	1
244	270	31	2
247	270	31	1
249	270	31	1
250	270	31	1
171	271	31	1
172	271	31	2
175	271	31	2
178	271	31	1
182	271	31	1
185	271	31	1
199	271	31	2
200	271	31	2
203	271	31	1
212	271	31	1
213	271	31	1
215	271	31	1
216	271	31	1
217	271	31	1
224	271	31	3
225	271	31	1
226	271	31	1
233	271	31	2
235	271	31	2
237	271	31	1
240	271	31	1
241	271	31	1
176	272	31	2
182	272	31	1
185	272	31	1
204	272	31	1
206	272	31	1
210	272	31	3
216	272	31	1
218	272	31	1
225	272	31	1
230	272	31	2
238	272	31	1
240	272	31	2
241	272	31	1
243	272	31	1
250	272	31	1
254	272	31	2
176	273	31	3
207	273	31	1
209	273	31	2
213	273	31	1
214	273	31	1
215	273	31	1
229	273	31	3
234	273	31	2
235	273	31	1
236	273	31	1
237	273	31	1
239	273	31	1
240	273	31	1
249	273	31	1
250	273	31	1
180	274	31	1
185	274	31	1
211	274	31	1
213	274	31	2
214	274	31	1
216	274	31	1
225	274	31	1
229	274	31	1
230	274	31	1
232	274	31	1
233	274	31	2
236	274	31	1
239	274	31	1
240	274	31	1
244	274	31	1
247	274	31	1
248	274	31	2
250	274	31	1
182	275	31	2
184	275	31	1
206	275	31	1
211	275	31	1
229	275	31	2
231	275	31	2
235	275	31	1
237	275	31	2
241	275	31	3
243	275	31	1
244	275	31	1
176	276	31	3
184	276	31	1
205	276	31	1
234	276	31	1
237	276	31	1
238	276	31	1
240	276	31	1
241	276	31	1
243	276	31	2
253	276	31	1
174	277	31	1
204	277	31	2
205	277	31	1
233	277	31	2
239	277	31	2
240	277	31	1
241	277	31	1
247	277	31	2
177	278	31	1
178	278	31	1
180	278	31	1
204	278	31	1
206	278	31	2
207	278	31	1
236	278	31	1
242	278	31	1
243	278	31	1
244	278	31	3
178	279	31	2
205	279	31	1
207	279	31	2
208	279	31	2
234	279	31	1
235	279	31	2
237	279	31	1
238	279	31	2
242	279	31	3
243	279	31	1
244	279	31	3
245	279	31	1
247	279	31	3
249	279	31	2
254	279	31	1
175	280	31	1
181	280	31	1
219	280	31	2
226	280	31	2
237	280	31	2
238	280	31	1
241	280	31	1
245	280	31	1
248	280	31	2
250	280	31	1
251	280	31	2
181	281	31	1
204	281	31	1
206	281	31	1
210	281	31	3
222	281	31	1
234	281	31	2
235	281	31	1
236	281	31	1
243	281	31	3
244	281	31	1
248	281	31	1
250	281	31	1
173	282	31	1
175	282	31	1
178	282	31	1
181	282	31	2
220	282	31	1
221	282	31	2
223	282	31	2
225	282	31	1
231	282	31	1
232	282	31	2
235	282	31	1
238	282	31	3
239	282	31	1
244	282	31	2
245	282	31	2
247	282	31	1
248	282	31	1
256	282	31	2
184	283	31	1
208	283	31	2
218	283	31	1
219	283	31	2
221	283	31	1
223	283	31	1
224	283	31	1
230	283	31	1
231	283	31	1
233	283	31	1
235	283	31	1
236	283	31	2
242	283	31	3
243	283	31	2
244	283	31	2
246	283	31	3
251	283	31	1
252	283	31	2
253	283	31	1
176	284	31	1
177	284	31	1
181	284	31	1
182	284	31	1
209	284	31	1
219	284	31	1
220	284	31	2
223	284	31	4
235	284	31	1
237	284	31	2
243	284	31	1
244	284	31	2
248	284	31	2
254	284	31	1
256	284	31	1
257	284	31	1
173	285	31	1
179	285	31	1
206	285	31	1
218	285	31	2
219	285	31	2
220	285	31	4
223	285	31	1
229	285	31	1
231	285	31	1
233	285	31	1
235	285	31	1
236	285	31	1
238	285.5	31.5	2
240	285	31	1
247	285	31	1
248	285	31	4
251	285	31	2
255	285	31	2
178	286	31	1
204	286	31	1
218	286	31	1
219	286	31	2
220	286	31	1
221	286	31	1
222	286	31	1
225	286	31	2
227	286	31	2
229	286	31	1
231	286	31	1
237	286	31	3
239	286	31	1
249	286	31	1
187	287	31	1
190	287	31	2
219	287	31	3
222	287	31	1
223	287	31	1
227	287	31	1
228	287	31	1
229	287	31	2
231	287	31	1
234	287	31	3
236	287	31	1
240	287	31	1
246	287	31	1
251	287	31	3
253	287	31	1
255	287	31	1
256	287	31	2
187	288	31	1
221	288	31	1
222	288	31	1
223	288	31	1
226	288	31	1
228	288	31	1
230	288	31	2
231	288	31	1
234	288	31	1
242	288	31	1
245	288	31	1
249	288	31	1
251	288	31	2
253	288	31	1
185	289	31	2
205	289	31	1
221	289	31	1
222	289	31	2
224	289	31	2
225	289	31	1
227	289	31	1
231	289	31	1
232	289	31	1
233	289	31	1
235	289	31	1
238	289	31	1
241	289	31	3
242	289	31	3
246	289	31	1
247	289	31	1
250	289	31	1
252	289	31	1
254	289	31	3
200	290	31	1
221	290	31	1
222	290	31	1
225	290	31	1
230	290	31	1
231	290	31	1
232	290	31	1
234	290	31	2
237	290	31	1
240	290	31	2
243	290	31	1
247	290	31	1
248	290	31	1
197	291	31	1
198	291	31	1
199	291	31	3
204	291	31	1
222	291	31	2
223	291	31	3
226	291	31	2
228	291	31	1
229	291	31	2
230	291	31	1
238	291	31	1
240	291	31	2
241	291	31	3
244	291	31	1
245	291	31	3
247	291	31	5
248	291	31	1
249	291	31	2
254	291	31	1
197	292	31	1
221	292	31	1
222	292	31	2
226	292	31	1
227	292	31	1
230	292	31	1
231	292	31	1
235	292	31	2
236	292	31	1
238	292	31	2
242	292	31	1
243	292	31	1
247	292	31	1
257	292	31	2
198	293	31	1
221	293	31	3
222	293	31	2
225	293	31	1
229	293	31	1
231	293	31	1
232	293	31	1
233	293	31	2
234	293	31	1
235	293	31	1
236	293	31	1
237	293	31	1
243	293	31	1
246	293	31	1
251	293	31	1
253	293	31	1
256	293	31	2
198	294	31	1
202	294	31	1
221	294	31	1
224	294	31	5
228	294	31	1
230	294	31	2
235	294	31	1
237	294	31	3
241	294	31	1
243	294	31	1
247	294	31	1
252	294	31	1
253	294	31	2
198	295	31	1
220	295	31	1
223	295	31	1
225	295	31	1
226	295	31	2
229	295	31	3
231	295	31	3
232	295	31	2
233	295	31	1
234	295	31	1
235	295	31	4
243	295	31	3
249	295	31	1
250	295	31	3
252	295	31	2
257	295	31	1
200	296	31	2
215	296	31	1
224	296	31	2
225	296	31	2
228	296	31	1
231	296	31	1
236	296	31	2
242	296	31	1
248	296	31	1
250	296	31	1
253	296	31	3
254	296	31	1
195	297	31	2
221	297	31	2
224	297	31	2
226	297	31	1
239	297	31	1
241	297	31	2
242	297	31	1
243	297	31	2
246	297	31	1
248	297	31	1
255	297	31	1
223	298	31	2
224	298	31	3
226	298	31	1
228	298	31	3
232	298	31	1
235	298	31	2
238	298	31	1
239	298	31	1
240	298	31	1
242	298	31	2
247	298	31	1
248	298	31	3
249	298	31	1
250	298	31	1
251	298	31	1
253	298	31	1
224	299	31	1
233	299	31	1
236	299	31	1
237	299	31	1
243	299	31	1
246	299	31	2
247	299	31	2
248	299	31	1
218	300	31	1
223	300	31	1
224	300	31	2
226	300	31	1
227	300	31	1
230	300	31	1
231	300	31	5
232	300	31	1
236	300	31	1
238	300	31	4
248	300	31	1
250	300	31	3
216	301	31	3
221	301	31	1
225	301	31	1
226	301	31	2
227	301	31	1
228	301	31	1
229	301	31	1
230	301	31	2
232	301	31	1
233	301	31	2
234	301	31	1
236	301	31	2
237	301	31	2
241	301	31	1
242	301	31	1
243	301	31	1
245	301	31	1
246	301	31	1
220	302	31	1
222	302	31	1
223	302	31	1
224	302	31	1
231	302	31	1
235	302	31	1
245	302	31	1
246	302	31	2
248	302	31	1
233	303	31	1
236	303	31	2
239	303	31	1
243	303	31	1
244	303	31	2
245	303	31	1
246	303	31	1
232	304	31	3
238	304	31	1
223	305	31	1
224	305	31	1
234	305	31	1
236	305	31	1
237	305	31	1
223	306	31	1
233	306	31	1
236	306	31	2
223	307	31	1
224	307	31	2
237	307	31	1
223	308	31	1
226	309	31	2
231	250	32	1
215	251	32	1
226	251	32	2
227	251	32	2
228	251	32	1
229	251	32	1
214	252	32	1
227	252	32	4
193	253	32	2
214	253	32	1
217	253	32	2
221	253	32	1
224	253	32	1
225	253	32	1
227	253	32	3
229	253	32	1
232	253	32	1
216	254	32	2
223	254	32	1
225	254	32	2
226	254	32	2
227	254	32	2
228	254	32	1
230	254	32	3
232	254	32	1
235	254	32	1
236	254	32	1
239	254	32	1
188	255	32	2
214	255	32	1
215	255	32	1
216	255	32	2
218	255	32	2
219	255	32	1
223	255	32	1
226	255	32	1
227	255	32	2
230	255	32	2
234	255	32	1
238	255	32	1
219	256	32	1
229	256	32	1
236	256	32	1
237	256	32	2
240	256	32	1
242	256	32	1
192	257	32	2
193	257	32	1
195	257	32	1
202	257	32	1
203	257	32	2
218	257	32	1
219	257	32	1
221	257	32	1
229	257	32	1
232	257	32	4
238	257	32	2
182	258	32	3
190	258	32	1
193	258	32	2
213	258	32	2
214	258	32	1
219	258	32	2
220	258	32	3
228	258	32	1
230	258	32	1
233	258	32	2
235	258	32	1
239	258	32	1
240	258	32	1
246	258	32	2
188	259	32	1
193	259	32	1
201	259	32	1
215	259	32	2
220	259	32	1
229	259	32	2
230	259	32	1
231	259	32	1
237	259	32	1
243	259	32	2
244	259	32	1
245	259	32	1
247	259	32	1
182	260	32	1
211	260	32	1
214	260	32	1
218	260	32	1
222	260	32	3
234	260	32	1
235	260	32	1
237	260	32	1
238	260	32	1
239	260	32	1
240	260	32	1
242	260	32	1
245	260	32	2
246	260	32	2
248	260	32	1
194	261	32	2
195	261	32	2
210	261	32	1
211	261	32	2
212	261	32	1
215	261	32	2
218	261	32	1
225	261	32	2
230	261	32	1
231	261	32	2
238	261	32	1
239	261	32	1
244	261	32	3
246	261	32	1
186	262	32	1
189	262	32	1
196	262	32	2
197	262	32	3
203	262	32	2
209	262	32	1
210	262	32	3
216	262	32	1
218	262	32	1
221	262.666666666667	33	1
224	262	32	1
225	262	32	1
227	262	32	1
228	262	32	1
231	262	32	2
236	262	32	2
238	262	32	2
242	262	32	1
243	262	32	1
244	262	32	1
246	262	32	1
248	262	32	1
249	262	32	1
250	262	32	1
184	263	32	1
193	263	32	1
194	263	32	1
198	263	32	1
200	263	32	2
208	263	32	3
211	263	32	1
212	263	32	3
213	263	32	2
216	263	32	2
218	263	32	1
220	263	32	1
221	263	32	1
222	263	32	1
225	263	32	1
226	263	32	1
227	263	32	3
228	263	32	1
230	263	32	2
232	263	32	2
236	263	32	1
237	263	32	1
241	263	32	2
247	263	32	2
251	263	32	1
190	264	32	1
200	264	32	1
202	264	32	1
204	264	32	1
210	264	32	1
212	264	32	1
214	264	32	1
222	264	32	1
227	264	32	2
228	264	32	1
231	264	32	1
232	264	32	2
236	264	32	2
238	264	32	3
239	264	32	1
240	264	32	1
244	264	32	1
245	264	32	1
247	264	32	2
248	264	32	1
250	264	32	2
176	265	32	1
185	265	32	2
186	265	32	4
189	265	32	1
191	265	32	3
203	265	32	1
204	265	32	2
211	265	32	2
212	265	32	2
216	265	32	1
217	265	32	3
218	265	32	2
221	265	32	2
222	265	32	2
224	265	32	1
229	265	32	1
230	265	32	1
231	265	32	1
233	265	32	1
234	265	32	1
239	265	32	1
243	265	32	1
244	265	32	1
251	265	32	3
184	266	32	1
186	266	32	2
188	266	32	1
189	266	32	1
196	266	32	1
197	266	32	1
212	266	32	1
214	266	32	2
216	266	32	2
218	266	32	1
220	266	32	1
221	266	32	1
228	266	32	2
230	266	32	1
232	266	32	1
234	266	32	2
236	266	32	2
243	266	32	2
245	266	32	2
247	266	32	1
248	266	32	2
251	266	32	2
252	266	32	1
183	267	32	1
184	267	32	2
188	267	32	1
191	267	32	1
193	267	32	1
194	267	32	1
196	267	32	1
197	267	32	1
209	267	32	1
215	267	32	1
216	267	32	2
222	267	32	2
229	267	32	1
231	267	32	1
237	267	32	2
238	267	32	1
240	267	32	1
242	267	32	1
245.5	267.5	32.5	2
249	267	32	1
183	268	32	1
189	268	32	1
193	268	32	1
195	268	32	1
206	268	32	3
207	268	32	1
212	268	32	2
214	268	32	2
215	268	32	1
216	268	32	1
220	268	32	1
224	268	32	1
225	268	32	1
228	268	32	1
231	268	32	1
233	268	32	1
238	268	32	1
239	268	32	1
247	268	32	2
253	268	32	1
175	269	32	1
176	269	32	1
177	269	32	3
182	269	32	1
184	269	32	1
186	269	32	1
187	269	32	2
193	269	32	1
194	269	32	2
196	269	32	1
209	269	32	2
210	269	32	1
213	269	32	1
214	269	32	1
215	269	32	1
218	269	32	1
222	269	32	1
228	269	32	1
233	269	32	1
238	269	32	2
240	269	32	1
241	269	32	2
242	269	32	2
244	269	32	1
245	269	32	2
246	269	32	2
250	269	32	1
251	269	32	1
172	270	32	1
181	270	32	2
185	270	32	1
187	270	32	1
195	270	32	1
196	270	32	1
197	270	32	1
207	270	32	2
210	270	32	1
212	270	32	1
214	270	32	1
216	270	32	2
222	270	32	2
231	270	32	1
233	270	32	3
241	270	32	4
244	270	32	2
245	270	32	3
247	270	32	1
248	270	32	1
249	270	32	1
250	270	32	1
173	271	32	1
182	271	32	2
186	271	32	2
188	271	32	1
202	271	32	1
211	271	32	1
212	271	32	1
215	271	32	1
216	271	32	3
228	271	32	2
231	271	32	2
233	271	32	1
234	271	32	1
235	271	32	1
237	271	32	1
241	271	32	2
243	271	32	1
244	271	32	1
249	271	32	2
176	272	32	1
177	272	32	1
181	272	32	1
183	272	32	1
186	272	32	1
198	272	32	1
201	272	32	3
202	272	32	2
203	272	32	1
207	272	32	2
209	272	32	1
211	272	32	1
225	272	32	1
226	272	32	1
227	272	32	1
228	272	32	3
230	272	32	1
234	272	32	3
235	272	32	1
237	272	32	1
239	272	32	1
241	272	32	3
244	272	32	2
245	272	32	2
246	272	32	1
248	272	32	4
252	272	32	2
255	272	32	1
174	273	32	1
183	273	32	1
185	273	32	1
186	273	32	1
201	273	32	2
204	273	32	1
206	273	32	1
209	273	32	1
211	273	32	2
212	273	32	1
214	273	32	1
228	273	32	1
229	273	32	1
234	273	32	2
235	273	32	2
236	273	32	1
238	273	32	2
240	273	32	2
241	273	32	1
242	273	32	3
245	273	32	1
249	273	32	1
250	273	32	3
254	273	32	2
173	274	32	1
174	274	32	1
181	274	32	2
183	274	32	1
204	274	32	1
208	274	32	1
210	274	32	2
214	274	32	3
215	274	32	1
234	274	32	1
236	274	32	2
237	274	32	1
238	274	32	1
244	274	32	1
246	274	32	1
252	274	32	2
184	275	32	1
202	275	32	1
203	275	32	1
211	275	32	1
212	275	32	3
213	275	32	4
215	275	32	1
236	275	32	1
237	275	32	3
240	275	32	1
247	275	32	1
249	275	32	2
250	275	32	4
252	275	32	2
203	276	32	1
206	276	32	3
210	276	32	2
215	276	32	1
228	276	32	1
239	276	32	1
241	276	32	1
246	276	32	2
174	277	32	2
175	277	32	2
176	277	32	1
204	277	32	2
210	277	32	2
214	277	32	1
238	277	32	2
240	277	32	2
243	277	32	1
245	277	32	1
248	277	32	1
249	277	32	1
254	277	32	2
175	278	32	1
176	278	32	2
203	278	32	1
234	278	32	1
238	278	32	2
241	278	32	1
243	278	32	2
244	278	32	2
245	278	32	1
246	278	32	2
255	278	32	1
175	279	32	2
177	279	32	1
179	279	32	1
181	279	32	1
207	279	32	1
219	279	32	2
220	279	32	1
223	279	32	2
234	279	32	1
236	279	32	1
239	279	32	2
240	279	32	2
241	279	32	1
244	279	32	2
245	279	32	1
246	279	32	1
247	279	32	1
173	280	32	1
174	280	32	1
175	280	32	1
177	280	32	2
205	280	32	1
208	280	32	1
217	280	32	2
219	280	32	1
220	280	32	1
221	280	32	1
222	280	32	1
223	280	32	1
229	280	32	2
232	280	32	3
237	280	32	2
240	280	32	2
241	280	32	2
242	280	32	1
245	280	32	2
246	280	32	2
248	280	32	1
249	280	32	2
251	280	32	1
173	281	32	1
175	281	32	2
176	281	32	1
181	281	32	2
182	281	32	1
186	281	32	1
217	281	32	1
222	281	32	2
223	281	32	1
226	281	32	1
232	281	32	2
233	281	32	1
234	281	32	1
237	281	32	2
241	281	32	1
244	281	32	2
245	281	32	1
246	281	32	1
248	281	32	2
250	281	32	3
252	281	32	2
173	282	32	1
174	282	32	2
175	282	32	2
178	282	32	2
182	282	32	1
188	282	32	1
218	282	32	1
220	282	32	2
221	282	32	1
223	282	32	3
226	282	32	2
227	282	32	2
229	282	32	3
231	282	32	1
233	282	32	2
