x	y	z	Fc epsilon receptor (FCERI) signaling
232	280	30	2
233	280	30	1
235	280	30	1
237	280	30	3
238	280	30	2
239	280	30	4
245	280	30	3
246	280	30	2
247	280	30	1
249	280	30	1
251	280	30	2
252	280	30	1
254	280	30	1
173	281	30	1
179	281	30	1
181	281	30	1
224	281	30	1
233	281	30	1
235	281	30	2
237	281	30	1
240	281	30	1
241	281	30	4
242	281	30	1
244	281	30	2
245	281	30	2
249	281	30	1
172	282	30	1
174	282	30	3
177	282	30	1
182	282	30	1
187	282	30	1
213	282	30	2
220	282	30	1
222	282	30	2
232	282	30	1
234	282	30	1
235	282	30	2
236	282	30	1
237	282	30	4
238	282	30	1
239	282	30	1
247	282	30	1
248	282	30	1
252	282	30	2
254	282	30	1
205	283	30	2
209	283	30	5
215	283	30	1
221	283	30	2
223	283	30	1
232	283	30	1
234	283	30	1
238	283	30	2
241	283	30	2
242	283	30	2
244	283	30	1
246	283	30	1
249	283	30	1
250	283	30	2
251	283	30	1
219	284	30	1
220	284	30	2
224	284	30	1
226	284	30	2
236	284	30	2
240	284	30	1
241.666666666667	284.666666666667	31	1
242	284	30	1
243	284	30	3
249	284	30	3
253	284	30	1
256	284	30	2
258	284	30	1
206	285	30	1
211	285	30	1
224	285	30	2
225	285	30	1
226	285	30	1
237	285	30	2
245	285.666666666667	31	2
246	285	30	1
248	285	30	1
251	285	30	1
252	285	30	1
254	285	30	1
256	285	30	2
180	286	30	1
205	286	30	1
219	286	30	2
222	286	30	1
223	286	30	1
226	286	30	1
229	286	30	1
230	286	30	1
234	286	30	1
238	286	30	1
243	286	30	1
244	286	30	2
246	286	30	1
250	286	30	1
251	286	30	1
255	286	30	1
256	286	30	1
257	286	30	3
222	287	30	1
228	287	30	1
233	287	30	2
238.5	287.5	30.5	2
243	287	30	1
244	287	30	1
246	287	30	2
248	287	30	1
251	287	30	1
252	287	30	1
255	287	30	1
199	288	30	1
223	288	30	1
225	288	30	1
229	288	30	2
232	288	30	1
233	288	30	2
236	288	30	1
237	288	30	1
239	288	30	1
245	288	30	1
246	288	30	1
248	288	30	2
200	289	30	1
201	289	30	1
221	289	30	1
222	289	30	1
224	289	30	1
231	289	30	2
233	289	30	1
235	289	30	2
237	289	30	1
238	289	30	2
239	289	30	1
243	289	30	3
246	289	30	1
256	289	30	1
225	290	30	1
227	290	30	1
231	290	30	1
233	290	30	1
235	290	30	3
240	290	30	2
242	290	30	1
244	290	30	3
248	290	30	3
250	290	30	2
253	290	30	1
257	290	30	1
198	291	30	1
225	291	30	3
226	291	30	1
234	291	30	2
235	291	30	1
244	291	30	1
245	291	30	1
246	291	30	1
248	291	30	1
249	291	30	2
250	291	30	1
255	291	30	1
194	292	30	1
197	292	30	2
199	292	30	1
203	292	30	1
213	292	30	2
229	292	30	1
230	292	30	2
231	292	30	1
232	292	30	1
235	292	30	3
236	292	30	1
238	292	30	2
245	292	30	1
246	292	30	2
257	292	30	3
222	293	30	1
223	293	30	2
224	293	30	1
225	293	30	1
227	293	30	1
231	293	30	1
232	293	30	1
244	293	30	4
245	293	30	2
247	293	30	1
249	293	30	1
189	294	30	1
210	294	30	1
226	294	30	1
229	294	30	2
232	294	30	1
233	294	30	2
235	294	30	2
236	294	30	1
238	294	30	2
243	294	30	2
244	294	30	1
245	294	30	1
249	294	30	1
250	294	30	2
253	294	30	1
254	294	30	1
258	294	30	2
218	295	30	1
220	295	30	1
222	295	30	2
224	295	30	2
225	295	30	1
226	295	30	1
227	295	30	3
228	295	30	1
229	295	30	1
234	295	30	2
244	295	30	1
247	295	30	1
252	295	30	2
255	295	30	1
257	295	30	1
186	296	30	1
226	296	30	1
233	296	30	1
234	296	30	1
235	296	30	1
239	296	30	1
241	296	30	1
247	296	30	1
252	296	30	1
220	297	30	1
223	297	30	2
226	297	30	2
227	297	30	2
232	297	30	1
240	297	30	2
241	297	30	1
243	297	30	1
245	297	30	2
246	297	30	1
250	297	30	1
252	297	30	1
215	298	30	2
225	298	30	1
229	298	30	1
231	298	30	2
232	298	30	2
233	298	30	1
236	298	30	1
239	298	30	1
241	298	30	1
245	298	30	1
246	298	30	2
248	298	30	1
250	298	30	1
251	298	30	2
252	298	30	1
215	299	30	1
221	299	30	3
225	299	30	2
229	299	30	1
230	299	30	1
231	299	30	1
236	299	30	2
240	299	30	2
244	299	30	2
246	299	30	2
223	300	30	2
225	300	30	1
228	300	30	1
232	300	30	1
233	300	30	2
241	300	30	1
242	300	30	1
244	300	30	4
247	300	30	2
251	300	30	1
224	301	30	3
227	301	30	1
241	301	30	3
243	301	30	1
245	301	30	1
246	301	30	1
247	301	30	1
249	301	30	2
221	302	30	1
223	302	30	1
226	302	30	2
231	302	30	1
239	302	30	4
217	303	30	1
225	303	30	2
237	303	30	1
240	303	30	1
241	303	30	2
220	304	30	1
233	304	30	3
236	304	30	3
238	304	30	1
223	305	30	1
233	305	30	1
236	305	30	1
237	305	30	1
240	305	30	2
240	306	30	1
227	250	31	1
235	250	31	1
215	251	31	4
229	251	31	1
235	251	31	1
216	252	31	2
225	252	31	1
229	252	31	1
235	252	31	2
239	252	31	1
215	253	31	1
217	253	31	2
225	253	31	1
232	253	31	1
237	253	31	1
193	254	31	1
226	254	31	1
227	254	31	2
229	254	31	1
231	254	31	3
235	254	31	1
238	254	31	1
191	255	31	3
195	255	31	1
215	255	31	1
229	255	31	2
230	255	31	2
233	255	31	1
234	255	31	1
236	255	31	1
238	255	31	1
240	255	31	1
207	256	31	3
216	256	31	1
233	256	31	1
239	256	31	1
177	257	31	1
215	257	31	1
233	257	31	1
236	257	31	2
237	257	31	2
238	257	31	2
240	257	31	1
188	258	31	1
205	258	31	1
215	258	31	1
216	258	31	1
228	258	31	2
230	258	31	1
231	258	31	1
235	258	31	2
239	258	31	2
240	258	31	1
188	259	31	1
206	259	31	1
209	259	31	2
216	259	31	1
218	259	31	1
219	259	31	1
226	259	31	1
227	259	31	2
229	259	31	4
231	259	31	1
237	259	31	1
239	259	31	1
242	259	31	2
186	260	31	1
187	260	31	1
191	260	31	1
209	260	31	2
212	260	31	2
216	260	31	1
218	260	31	1
220	260	31	1
221	260	31	1
234	260	31	2
235	260	31	1
240	260	31	2
241	260	31	1
244	260	31	1
245	260	31	3
246	260	31	2
184	261	31	2
188	261	31	1
210	261	31	1
211	261	31	3
225	261	31	2
227	261	31	2
229	261	31	2
230	261	31	2
234	261	31	1
235	261	31	2
237	261	31	1
239	261	31	4
243	261	31	2
244	261	31	2
245	261	31	2
207	262	31	1
210	262	31	3
211	262	31	2
216	262	31	1
218	262	31	2
219	262	31	1
220	262	31	1
223	262	31	1
225	262	31	1
226	262	31	3
227	262	31	1
235	262	31	1
238	262	31	2
242	262	31	1
246	262	31	1
248	262	31	1
185	263	31	2
186	263	31	2
187	263	31	1
188	263	31	1
193	263	31	1
198	263	31	1
200	263	31	2
211	263	31	1
215	263	31	1
217	263	31	1
218	263	31	1
219	263	31	1
221	263	31	1
223	263	31	3
229	263	31	1
230	263	31	2
232	263	31	1
235	263	31	1
249	263	31	2
178	264	31	1
187	264	31	2
195	264	31	1
216	264	31	1
217	264	31	1
221	264	31	3
227	264	31	1
228	264	31	2
232	264	31	1
234	264	31	1
240	264	31	1
248	264	31	1
249	264	31	1
184	265	31	2
192	265	31	1
194	265	31	2
213	265	31	1
214	265	31	1
231	265	31	1
233	265	31	1
234	265	31	2
236	265	31	1
238	265	31	2
240	265	31	1
243	265	31	2
246	265	31	1
248	265	31	1
249	265	31	1
187	266	31	1
189	266	31	1
193	266	31	1
194	266	31	1
197	266	31	2
198	266	31	1
212	266	31	1
215	266	31	2
221	266	31	1
228	266	31	1
233	266	31	1
236	266	31	1
241	266	31	3
245	266	31	2
246	266	31	2
247	266	31	1
248	266	31	1
182	267	31	2
183	267	31	2
192	267	31	1
211	267	31	1
216	267	31	1
219	267	31	1
222	267	31	3
224	267	31	2
227	267	31	1
229	267	31	2
232	267	31	1
233	267	31	1
235	267	31	2
244	267	31	2
245	267	31	4
248	267	31	3
188	268	31	1
193	268	31	1
195	268	31	2
203	268	31	1
210	268	31	1
213	268	31	1
219	268	31	2
231	268	31	1
238	268	31	1
240	268	31	1
241	268	31	1
242	268	31	1
243	268	31	1
247	268	31	1
173	269	31	1
182	269	31	1
184	269	31	1
188	269	31	1
194	269	31	2
201	269	31	2
204	269	31	1
206	269	31	1
209	269	31	4
213	269	31	1
214	269	31	2
215	269	31	1
230	269	31	1
232	269	31	4
238	269	31	1
239	269	31	1
240	269	31	1
243	269	31	2
246	269	31	4
247	269	31	1
248	269	31	1
250	269	31	2
252	269	31	2
173	270	31	1
178	270	31	1
180	270	31	1
181	270	31	2
183	270	31	1
186	270	31	1
196	270	31	1
198	270	31	2
199	270	31	1
212	270	31	1
217	270	31	1
231	270	31	1
234	270	31	1
237	270	31	1
240	270	31	1
242	270	31	1
244	270	31	1
247	270	31	1
250	270	31	1
171	271	31	1
172	271	31	1
174	271	31	3
182	271	31	2
184	271	31	1
185	271	31	2
198	271	31	1
203	271	31	2
209	271	31	1
210	271	31	1
213	271	31	2
215	271	31	1
216	271	31	1
224	271	31	1
225	271	31	3
231	271	31	1
232	271	31	1
233	271	31	1
239	271	31	1
240	271	31	1
241	271	31	1
244	271	31	3
245	271	31	1
249	271	31	1
176	272	31	1
182	272	31	1
199	272	31	1
203	272	31	1
205	272	31	1
210	272	31	2
211	272	31	2
216	272	31	1
218	272	31	1
225	272	31	2
232	272	31	1
237	272	31	2
238	272	31	2
239	272	31	1
240	272	31	1
241	272	31	2
243	272	31	1
248	272	31	2
250	272	31	1
254	272	31	1
207	273	31	2
209	273	31	1
210	273	31	2
211	273	31	1
213	273	31	1
214	273	31	1
215	273	31	1
229	273	31	1
232	273	31	1
234	273	31	1
236	273	31	1
237	273	31	1
238	273	31	1
239	273	31	1
240	273	31	1
244	273	31	1
248	273	31	1
249	273	31	2
250	273	31	2
175	274	31	1
179	274	31	2
180	274	31	1
182	274	31	1
214	274	31	1
216	274	31	1
229	274	31	2
237	274	31	1
239	274	31	2
240	274	31	2
241	274	31	2
248	274	31	1
252	274	31	2
182	275	31	1
205	275	31	1
229	275	31	2
235	275	31	1
236	275	31	2
237	275	31	1
239	275	31	2
244	275	31	1
250	275	31	2
205	276	31	2
226	276	31	1
233	276	31	3
234	276	31	1
236	276	31	3
238	276	31	2
239	276	31	1
240	276	31	1
241	276	31	1
252	276	31	2
174	277	31	2
204	277	31	1
238	277	31	1
239	277	31	1
240	277	31	3
241	277	31	1
243	277	31	1
247	277	31	2
249	277	31	1
174	278	31	2
178	278	31	1
180	278	31	1
205	278	31	1
207	278	31	1
224	278	31	1
236	278	31	1
238	278	31	2
240	278	31	2
243	278	31	1
245	278	31	2
246	278	31	1
180	279	31	1
205	279	31	3
206	279	31	1
216	279	31	2
219	279	31	1
234	279	31	1
235	279	31	1
237	279	31	3
238	279	31	1
242	279	31	2
243	279	31	1
245	279	31	2
246	279	31	1
249	279	31	1
253	279	31	2
205	280	31	1
208	280	31	1
220	280	31	2
226	280	31	2
241	280	31	1
247	280	31	1
248	280	31	3
251	280	31	2
181	281	31	2
204	281	31	1
219	281	31	1
228	281	31	1
233	281	31	2
235	281	31	1
236	281	31	2
237	281	31	4
239	281	31	2
243	281	31	2
244	281	31	2
248	281	31	1
251	281	31	2
254	281	31	1
173	282	31	1
178	282	31	1
179	282	31	3
180	282	31	1
181	282	31	2
206	282	31	1
219	282	31	2
223	282	31	1
225	282	31	1
231	282	31	2
233	282	31	2
234	282	31	3
235	282	31	1
238	282	31	1
239	282	31	1
240	282	31	2
244	282	31	1
245	282	31	1
246	282	31	3
247	282	31	1
248	282	31	1
249	282	31	1
250	282	31	2
252	282	31	1
253	282	31	2
254	282	31	1
184	283	31	1
208	283	31	1
218	283	31	3
221	283	31	2
223	283	31	2
224	283	31	1
231	283	31	3
232	283	31	1
235	283	31	1
236	283	31	1
243	283	31	1
244	283	31	2
246	283	31	1
252	283	31	2
253	283	31	3
176	284	31	2
177	284	31	1
179	284	31	1
180	284	31	3
181	284	31	1
182	284	31	2
206	284	31	1
209	284	31	1
220	284	31	1
222	284	31	1
223	284	31	3
224	284	31	1
237	284	31	1
241	284	31	1
249	284	31	1
256	284	31	1
257	284	31	1
173	285	31	2
178	285	31	1
218	285	31	1
219	285	31	1
223	285	31	1
225	285	31	1
229	285	31	1
231	285	31	1
233	285	31	1
244	285	31	2
245	285	31	1
250	285	31	2
255	285	31	1
178	286	31	1
204	286	31	2
219	286	31	2
220	286	31	2
224	286	31	1
225	286	31	1
231	286	31	1
237	286	31	2
238	286	31	1
239	286	31	2
244	286	31	2
249	286	31	1
252	286	31	1
219	287	31	2
220	287	31	1
221	287	31	1
223	287	31	1
224	287	31	1
228	287	31	1
229	287	31	1
230	287	31	1
231	287	31	1
234	287	31	1
237	287	31	1
238	287	31	1
239	287	31	1
241	287	31	2
243	287	31	1
244	287	31	1
248	287	31	2
250	287	31	2
251	287	31	1
252	287	31	2
253	287	31	1
187	288	31	1
221	288	31	3
226	288	31	1
230	288	31	1
233	288	31	2
236	288	31	2
240.5	288.5	31.5	1
241	288	31	1
244	288	31	1
245	288	31	3
246	288	31	1
251	288	31	3
253	288	31	1
185	289	31	1
200	289	31	2
224	289	31	1
226	289	31	1
227	289	31	2
231	289	31	1
233	289	31	3
235	289	31	1
237	289	31	1
238	289	31	1
241	289	31	3
242	289	31	1
243	289	31	1
244	289	31	1
245	289	31	1
246	289	31	1
247	289	31	3
250	289	31	1
200	290	31	3
221	290	31	1
222	290	31	1
225	290	31	2
231	290	31	1
234	290	31	1
235	290	31	1
237	290	31	1
240	290	31	1
241	290	31	2
242	290	31	1
243	290	31	2
246	290	31	1
247	290	31	1
250	290	31	1
197	291	31	2
198	291	31	1
200	291	31	2
229	291	31	1
230	291	31	1
231	291	31	1
237	291	31	1
238	291	31	1
244	291	31	1
248	291	31	1
199	292	31	4
201	292	31	1
221	292	31	1
222	292	31	1
226	292	31	3
231	292	31	1
238	292	31	2
242	292	31	1
250	292	31	1
252	292	31	2
254	292	31	1
256	292	31	2
221	293	31	2
222	293	31	1
225	293	31	2
228	293	31	1
229	293	31	1
230	293	31	1
236	293	31	1
237	293	31	2
238	293	31	1
239	293	31	2
241	294	32.8	1
243	293	31	1
247	293	31	1
253	293	31	2
256	293	31	2
198	294	31	2
209	294	31	2
225	294	31	1
226	294	31	1
228	294	31	1
230	294	31	1
232	294	31	1
237	294	31	1
241	294	31	1
242	294	31	3
243	294	31	1
244	294	31	2
245	294	31	2
246	294	31	1
250	294	31	1
251	294	31	3
253	294	31	1
220	295	31	2
223	295	31	1
225	295	31	1
228	295	31	2
229	295	31	1
232	295	31	1
235	295	31	1
243	295	31	1
244	295	31	1
248	295	31	1
250	295	31	1
252	295	31	1
255	295	31	2
257	295	31	1
197	296	31	2
199	296	31	1
200	296	31	1
215	296	31	2
222	296	31	1
225	296	31	1
228	296	31	1
234	296	31	1
240	296	31	1
242	296	31	2
245	296	31	3
246	296	31	2
248	296	31	1
253	296	31	2
195	297	31	2
221	297	31	1
223	297	31	1
230	297	31	1
231	297	31	1
235	297	31	3
241	297	31	1
242	297	31	2
246	297	31	1
252	297	31	1
205	298	31	1
223	298	31	3
237	298	31	1
242	298	31	3
245	298	31	2
247	298	31	2
248	298	31	1
249	298	31	1
251	298	31	1
221	299	31	3
224	299	31	3
232	299	31	1
233	299	31	1
236	299	31	2
240	299	31	1
245	299	31	2
246	299	31	1
247	299	31	1
218	300	31	2
226	300	31	1
227	300	31	1
229	300	31	1
231	300	31	1
232	300	31	1
235	300	31	2
238	300	31	2
244	300	31	2
246	300	31	1
248	300	31	1
249	300	31	1
250	300	31	2
224	301	31	2
225	301	31	3
226	301	31	1
227	301	31	2
228	301	31	1
230	301	31	3
234	301	31	1
236	301	31	1
247	301	31	3
248	301	31	1
220	302	31	1
224	302	31	1
226	302	31	2
232	302	31	1
239	302	31	1
240	302	31	1
242	302	31	1
244	302	31	1
245	302	31	1
246	302	31	1
248	302	31	1
223	303	31	1
224	303	31	2
231	303	31	3
232	303	31	1
233	303	31	3
234	303	31	1
235	303	31	1
236	303	31	1
237	303	31	1
239	303	31	2
241	303	31	1
244	303	31	1
245	303	31	2
247	303	31	1
232	304	31	1
237	304	31	1
238	304	31	1
244	304	31	1
224	305	31	2
235	305	31	1
236	305	31	4
238	305	31	1
240	305	31	1
223	306	31	1
231	306	31	2
233	306	31	1
236	306	31	1
224	307	31	1
234	307	31	2
223	308	31	1
226	309	31	2
226	250	32	1
215	251	32	2
226	251	32	1
227	251	32	1
229	251	32	1
216	252	32	1
226	252	32	2
227	252	32	2
193	253	32	1
214	253	32	1
215	253	32	1
216	253	32	3
223	253	32	1
225	253	32	1
229	253	32	1
216	254	32	4
223	254	32	1
225	254	32	1
226	254	32	1
235	254	32	1
188	255	32	1
215	255	32	1
218	255	32	2
219	255	32	1
230	255	32	2
234	255	32	1
240	255	32	2
177	256	32	1
210	256	32	1
215	256	32	1
242	256	32	2
193	257	32	3
195	257	32	2
202	257	32	2
203	257	32	1
208	257	32	1
209	257	32	1
210	257	32	1
218	257	32	1
219	257	32	1
228	257	32	1
229	257	32	1
230	257	32	1
232	257	32	1
238	257	32	1
240	257	32	2
192	258	32	2
193	258	32	1
207	258	32	1
213	258	32	3
215	258	32	1
217	258	32	1
218	258	32	2
219	258	32	3
226	258	32	2
228	258	32	1
230	258	32	1
232	258	32	1
235	258	32	1
237	258	32	2
239	258	32	1
246	258	32	1
188	259	32	1
193	259	32	1
201	259	32	1
209	259	32	3
213	259	32	2
214	259	32	1
215	259	32	2
216	259	32	1
217	259	32	2
219	259	32	1
222	259	32	1
228	259	32	1
229	259	32	1
230	259	32	1
231	259	32	1
237	259	32	1
242	259	32	2
245	259	32	1
247	259	32	1
203	260	32	1
211	260	32	2
214	260	32	1
216	260	32	1
220	260	32	1
221	260	32	2
222	260	32	4
228	260	32	2
234	260	32	1
235	260	32	1
236	260	32	1
237	260	32	1
239	260	32	1
240	260	32	3
244	260	32	1
245	260	32	3
246	260	32	1
186	261	32	1
194	261	32	1
210	261	32	2
212	261	32	1
220	261	32	3
222	261	32	2
224	261	32	1
225	261	32	2
228	261	32	1
238	261	32	1
239	261	32	1
245	261	32	1
186	262	32	1
198	262	32	2
209	262	32	1
216	262	32	1
224	262	32	1
225	262	32	4
228	262	32	2
230	262	32	1
235	262	32	2
238	262	32	2
244	262	32	4
246	262	32	1
247	262	32	1
248	262	32	2
189	263	32	1
193	263	32	1
194	263	32	1
200	263	32	1
208	263	32	2
211	263	32	1
212	263	32	1
215	263	32	3
218	263	32	1
220	263	32	2
221	263	32	1
224	263	32	2
226	263	32	1
227	263	32	1
231	263	32	1
235	263	32	3
241	263	32	4
242	263	32	4
245	263	32	1
249	263	32	2
250	263	32	2
251	263	32	3
188	264	32	1
190	264	32	1
194	264	32	1
204	264	32	1
212	264	32	1
214	264	32	1
215	264	32	3
217	264	32	2
223	264	32	2
224	264	32	1
227	264	32	1
230	264	32	2
232	264	32	2
233	264	32	1
244	264	32	2
245	264	32	1
246	264	32	1
248	264	32	1
250	264	32	1
176	265	32	2
186	265	32	1
187	265	32	1
191	265	32	1
194	265	32	1
195	265	32	1
196	265	32	3
203	265	32	1
204	265	32	1
206	265	32	2
213	265	32	1
215	265	32	1
216	265	32	1
217	265	32	3
221	265	32	1
222	265	32	1
224	265	32	4
226	265	32	1
229	265	32	1
231	265	32	1
232	265	32	1
234	265	32	1
235	265	32	1
238	265	32	3
244	265	32	1
249	265	32	3
251	265	32	1
178	266	32	2
184	266	32	1
188	266	32	1
189	266	32	1
196	266	32	1
197	266	32	1
203	266	32	1
212	266	32	1
213	266	32	1
214	266	32	1
216	266	32	3
218	266	32	2
220	266	32	2
222	266	32	1
228	266	32	1
230	266	32	1
232	266	32	1
234	266	32	2
235	266	32	1
236	266	32	1
239	266	32	3
240	266	32	1
241	266	32	1
245	266	32	2
248	266	32	1
252	266	32	3
183	267	32	1
188	267	32	1
191	267	32	2
193	267	32	1
205	267	32	1
208	267	32	1
211	267	32	2
216	267	32	1
219	267	32	1
221	267	32	1
222	267	32	1
225	267	32	3
228	267	32	1
238	267	32	1
240	267	32	1
245.5	267.5	32.5	1
186	268	32	1
188	268	32	1
193	268	32	1
195	268	32	2
206	268	32	1
212	268	32	1
219	268	32	1
220	268	32	1
224	268	32	1
225	268	32	2
231	268	32	1
233	268	32	2
241	268	32	1
243	268	32	2
245	268	32	2
246	268	32	1
247	268	32	1
248	268	32	1
252	268	32	5
253	268	32	1
175	269	32	2
176	269	32	1
177	269	32	1
180	269	32	1
182	269	32	1
184	269	32	2
187	269	32	1
193	269	32	1
194	269	32	1
196	269	32	1
204	269	32	1
209	269	32	1
211	269	32	1
213	269	32	1
215	269	32	1
222	269	32	2
223	269	32	1
238	269	32	2
239	269	32	1
243	269	32	2
249	269	32	1
250	269	32	1
251	269	32	1
252	269	32	1
172	270	32	1
173	270	32	1
184	270	32	1
185	270	32	4
197	270	32	2
201	270	32	2
203	270	32	1
207	270	32	1
210	270	32	2
212	270	32	1
214	270	32	1
227	270	32	1
231	270	32	2
233	270	32	1
241	270	32	2
243	270	32	1
244	270	32	1
247	270	32	1
248	270	32	1
249	270	32	1
250	270	32	4
173	271	32	1
174	271	32	1
183	271	32	1
184	271	32	1
186	271	32	1
206	271	32	2
207	271	32	1
208	271	32	3
211	271	32	1
213	271	32	1
214	271	32	2
215	271	32	2
228	271	32	1
233	271	32	1
234	271	32	2
235	271	32	1
237	271	32	1
238	271	32	1
243	271	32	1
246	271	32	1
247	271	32	1
250	271	32	3
173	272	32	2
183	272	32	2
201	272	32	1
203	272	32	1
205	272	32	1
206	272	32	1
208	272	32	1
211	272	32	1
212	272	32	1
213	272	32	1
214	272	32	2
230	272	32	2
237	272	32	1
238	272	32	1
243	272	32	1
251	272	32	1
255	272	32	2
183	273	32	1
186	273	32	1
201	273	32	1
204	273	32	1
205	273	32	1
206	273	32	1
207	273	32	1
209	273	32	1
211	273	32	1
212	273	32	2
213	273	32	2
214	273	32	1
234	273	32	2
235	273	32	2
240	273	32	1
241	273	32	3
242	273	32	1
243	273	32	1
250	273	32	1
254	273	32	1
173	274	32	2
179	274	32	1
181	274	32	1
182	274	32	1
183	274	32	1
184	274	32	1
202	274	32	1
206	274	32	2
208	274	32	1
211	274	32	1
214	274	32	4
215	274	32	1
234	274	32	2
235	274	32	2
236	274	32	1
238	274	32	2
241	274	32	2
250	274	32	1
252	274	32	1
183	275	32	1
208	275	32	1
212	275	32	1
213	275	32	1
214	275	32	1
215	275	32	1
216	275	32	2
226	275	32	2
237	275	32	2
250	275	32	3
252	275	32	1
174	276	32	1
184	276	32	1
205	276	32	1
206	276	32	1
233	276	32	2
235	276	32	1
238	276	32	1
241	276	32	1
242	276	32	1
243	276	32	2
176	277	32	1
210	277	32	1
214	277	32	1
224	277	32	1
237	277	32	2
238	277	32	2
240	277	32	1
241	277	32	1
243	277	32	2
245	277	32	1
247	277	32	1
248	277	32	2
177	278	32	1
184	278	32	1
203	278	32	1
206	278	32	1
220	278	32	1
225	278	32	2
234	278	32	1
237	278	32	2
238	278	32	1
243	278	32	1
248	278	32	1
249	278	32	1
250	278	32	1
255	278	32	2
178	279	32	1
181	279	32	1
207	279	32	2
219	279	32	2
223	279	32	1
236	279	32	1
237	279	32	1
239	279	32	1
240	279	32	2
241	279	32	1
243	279	32	2
244	279	32	1
246	279	32	1
255	279	32	1
173	280	32	3
177	280	32	1
178	280	32	1
180	280	32	1
189	280	32	1
208	280	32	1
217	280	32	1
219	280	32	1
220	280	32	1
221	280	32	2
232	280	32	1
237	280	32	1
239	280	32	1
240	280	32	2
241	280	32	1
242	280	32	1
246	280	32	2
248	280	32	1
176	281	32	1
179	281	32	4
181	281	32	2
210	281	32	1
221	281	32	2
226	281	32	1
231	281	32	1
232	281	32	1
233	281	32	1
234	281	32	1
239	281	32	1
240	281	32	1
241	281	32	1
243	281	32	1
251	281	32	1
254	281	32	1
173	282	32	2
174	282	32	1
175	282	32	2
178	282	32	1
179	282	32	2
204	282	32	1
218	282	32	2
223	282	32	1
229	282	32	1
231	282	32	1
233	282	32	2
237	282	32	2
241	282	32	3
242	282	32	2
246	282	32	1
247	282	32	1
248	282	32	1
249	282	32	1
250	282	32	1
251	282	32	1
254	282	32	1
256	282	32	1
175	283	32	1
178	283	32	1
179	283	32	1
183	283	32	1
221	283	32	1
222	283	32	2
223	283	32	1
236	283	32	1
240	283	32	2
241	283	32	2
245	283	32	1
246	283	32	2
249	283	32	1
251	283	32	4
253	283	32	3
254	283	32	2
181	284	32	1
210	284	32	1
219	284	32	1
221	284	32	1
222	284	32	1
225	284	32	1
226	284	32	1
227	284	32	2
230	284	32	1
232	284	32	2
234	284	32	2
236	284	32	1
240	284	32	1
242	284	32	1
244	284	32	1
245	284	32	1
247	284	32	1
248	284	32	1
249	284	32	1
251	284	32	2
176	285	32	2
177	285	32	1
178	285	32	2
182	285	32	2
185	285	32	1
205	285	32	2
206	285	32	1
215	285	32	2
219	285	32	2
220	285	32	2
221	285	32	2
222	285	32	1
223	285	32	2
229	285	32	1
230	285	32	2
232	285	32	1
233	285	32	1
235	285	32	1
236	285	32	1
238	285	32	4
241	285	32	2
243	285	32	2
246	285	32	2
249	285	32	1
250	285	32	1
253	285	32	1
177	286	32	2
180	286	32	1
183	286	32	1
206	286	32	2
207	286	32	1
209	286	32	1
218	286	32	1
219	286	32	1
221	286	32	1
222	286	32	1
226	286	32	1
231	286	32	1
234	286	32	2
236	286	32	1
240	286	32	1
243	286	32	1
248	286	32	1
252	286	32	1
176	287	32	1
219	287	32	1
220	287	32	2
223	287	32	2
228	287	32	1
234	287	32	1
236.5	287.5	32.5	1
237	287	32	3
240	287	32	1
241	287	32	1
242	287	32	1
243	287	32	1
244	287	32	2
246	287	32	1
248	287	32	2
221	288	32	1
222	288	32	2
223	288	32	1
227	288	32	2
231	288	32	1
232	288	32	1
234	288	32	2
235	288	32	1
239	288	32	1
240	288	32	1
242	288	32	2
243	288	32	1
244	288	32	1
246	288	32	1
247	288	32	1
249	288	32	2
250	288	32	1
253	288	32	3
185	289	32	1
223	289	32	1
229	289	32	1
231	289	32	2
233	289	32	1
234	289	32	1
237	289	32	1
239	289	32	2
242	289	32	1
243	289	32	2
244	289	32	1
247	289	32	1
253	289	32	1
185	290	32	1
200	290	32	1
221	290	32	1
225	290	32	1
226	290	32	1
229	290	32	1
230	290	32	1
231	290	32	1
233	290	32	1
236	290	32	1
237	290	32	2
239	290	32	1
243	290	32	1
244	290	32	1
247	290	32	2
250	290	32	1
252	290	32	1
253	290	32	1
198	291	32	1
222	291	32	1
223	291	32	1
226	291	32	1
229	291	32	1
233.333333333333	291.333333333333	33	3
236	291	32	1
238	291	32	1
239	291	32	1
242	291	32	1
244	291	32	1
250	291	32	1
256	291	32	2
188	292	32	1
198	292	32	1
203	292	32	4
204	292	32	1
223	292	32	1
228	292	32	1
233	292	32	2
238	292	32	1
243	292	32	1
246	292	32	1
247	292	32	1
248	292	32	2
249	292	32	1
250	292	32	1
251	292	32	3
252	292	32	1
255	292	32	2
257	292	32	1
179	293	32	1
197	293	32	1
199	293	32	1
200	293	32	1
220	293	32	1
222	293	32	2
223	293	32	1
224	293	32	1
225	293	32	1
228	293	32	2
230	293	32	2
233	293	32	1
234	293	32	1
241	293	32	1
242	293	32	2
245	293	32	1
247	293	32	1
251	293	32	2
253	293	32	1
256	293	32	2
198	294	32	1
199	294	32	1
221	294	32	1
225	294	32	1
227	294	32	1
237	294	32	1
239	294	32	1
242	294	32	1
247	294	32	1
251	294	32	2
252	294	32	1
256	294	32	1
181	295	32	1
195	295	32	1
200	295	32	1
218	295	32	2
