x	y	z	SUMOylation of chromatin organization proteins
231	287	30	1
238.5	287.5	30.5	2
246	287	30	1
248	287	30	2
252	287	30	2
254	287	30	1
221	288	30	2
223	288	30	1
225	288	30	1
228	288	30	1
229	288	30	1
231	288	30	2
232	288	30	4
239	288	30	2
245	288	30	2
246	288	30	1
248	288	30	1
249	288	30	3
250	288	30	1
253	288	30	2
184	289	30	1
199	289	30	2
200	289	30	2
222	289	30	3
224	289	30	1
226	289	30	1
228	289	30	1
230	289	30	1
231	289	30	1
237	289	30	1
243	289	30	2
246	289	30	2
247	289	30	2
250	289	30	1
256	289	30	2
220	290	30	1
222	290	30	1
226	290	30	1
239	290	30	2
240	290	30	1
241	290	30	1
242	290	30	1
244	290	30	1
250	290	30	2
197	291	30	2
198	291	30	1
222	291	30	1
223	291	30	1
225	291	30	1
227	291	30	5
232	291	30	1
242	291	30	1
245	291	30	2
248	291	30	1
250	291	30	2
255	291	30	2
197	292	30	1
198	292	30	2
199	292	30	1
213	292	30	1
223	292	30	1
224	292	30	1
226	292	30	1
229	292	30	1
230	292	30	2
232	292	30	1
243	292	30	1
246	292	30	3
247	292	30	1
248	292	30	3
249	292	30	1
251	292	30	1
257	292	30	1
201	293	30	1
219	293	30	3
220	293	30	1
221	293	30	1
222	293	30	1
223	293	30	1
231	293	30	4
232	293	30	1
234	293	30	2
236	293	30	1
239	293	30	1
246	293	30	1
247	293	30	2
249	293	30	1
253	293	30	1
210	294	30	3
220	294	30	1
225	294	30	1
229	294	30	2
233	294	30	2
236	294	30	1
240	294	30	1
241	294	30	1
243	294	30	1
244	294	30	1
245	294	30	1
253	294	30	2
218	295	30	2
220	295	30	1
224	295	30	1
228	295	30	1
234	295	30	1
243	295	30	2
247	295	30	2
254	295	30	2
255	295	30	1
257	295	30	1
186	296	30	1
220	296	30	1
222	296	30	1
226	296	30	1
232	296	30	1
235	296	30	2
239	296	30	1
243	296	30	1
247	296	30	1
226	297	30	1
231	297	30	1
232	297	30	1
237	297	30	1
238	297	30	1
239	297	30	1
245	297	30	2
250	297	30	1
215	298	30	1
220	298	30	1
221	298	30	2
222	298	30	2
224	298	30	1
226	298	30	1
227	298	30	1
228	298	30	1
230	298	30	1
232	298	30	1
235	298	30	1
237	298	30	1
240	298	30	1
241	298	30	1
242	298	30	1
246	298	30	1
247	298	30	1
248	298	30	1
249	298	30	2
252	298	30	2
215	299	30	1
216	299	30	2
218	299	30	2
224	299	30	1
225	299	30	1
227	299	30	3
244	299	30	1
246	299	30	1
247	299	30	1
252	299	30	3
218	300	30	2
225	300	30	1
226	300	30	1
227	300	30	3
236	300	30	1
237	300	30	1
241	300	30	2
246	300	30	1
247	300	30	1
248	300	30	1
249	300	30	1
223	301	30	1
224	301	30	1
225	301	30	1
230	301	30	1
236	301	30	1
237	301	30	2
238	301	30	4
239	301	30	1
240	301	30	1
241	301	30	2
242	301	30	2
243	301	30	1
245	301	30	1
246	301	30	2
247	301	30	2
249	301	30	1
221	302	30	1
223	302	30	1
226	302	30	1
229	302	30	1
231	302	30	1
237	302	30	2
240	302	30	1
242	302	30	1
223	303	30	2
240	303	30	1
243	303	30	1
244	303	30	2
246	303	30	1
233	304	30	1
235	304	30	1
236	304	30	1
237	304	30	2
242	304	30	1
223	305	30	1
233	305	30	1
238	305	30	4
242	305	30	1
236	306	30	1
226	250	31	1
227	250	31	1
215	251	31	1
229	251	31	1
216	252	31	1
225	252	31	1
226	252	31	1
229	252	31	2
235	252	31	1
193	253	31	1
217	253	31	1
228	253	31	1
232	253	31	1
233	253	31	1
238	253	31	1
193	254	31	1
229	254	31	1
231	254	31	2
232	254	31	1
238	254	31	1
233	255	31	3
236	255	31	2
238	255	31	1
240	255	31	1
215	256	31	1
233	256	31	1
236	256	31	2
239	256	31	1
177	257	31	2
214	257	31	1
215	257	31	1
232	257	31	1
233	257	31	3
237	257	31	1
238	257	31	1
188	258	31	1
190	258	31	2
215	258	31	1
216	258	31	1
228	258	31	1
234	258	31	2
237	258	31	1
240	258	31	1
206	259	31	2
209	259	31	1
218	259	31	1
219	259	31	2
226	259	31	3
227	259	31	1
230	259	31	2
231	259	31	1
232	259	31	1
235	259	31	3
237	259	31	1
239	259	31	1
190	260	31	2
191	260	31	1
195	260	31	1
212	260	31	1
218	260	31	2
221	260	31	1
228	260	31	1
231	260	31	2
234	260	31	1
238	260	31	1
239	260	31	1
240	260	31	1
242	260	31	2
245	260	31	3
246	260	31	2
181	261	31	1
184	261	31	1
188	261	31	1
216	261	31	1
224	261	31	1
225	261	31	1
226	261	31	1
227	261	31	1
229	261	31	1
230	261	31	1
234	261	31	1
235	261	31	2
237	261	31	2
239	261	31	1
243	261	31	1
249	261	31	1
186	262	31	2
193	262	31	1
207	262	31	1
218	262	31	1
221	262	31	2
222	262	31	1
227	262	31	1
229	262	31	2
235	262	31	1
236	262	31	1
240	262	31	1
242	262	31	1
246	262	31	1
249	262	31	2
187	263	31	1
198	263	31	4
200	263	31	1
215	263	31	1
216	263	31	1
222	263	31	3
228	263	31	2
235	263	31	1
236	263	31	2
245	263	31	1
249	263	31	1
178	264	31	1
184	264	31	2
185	264	31	2
194	264	31	1
195	264	31	1
199	264	31	1
215	264	31	1
217	264	31	1
218	264	31	1
220	264	31	1
221	264	31	1
222	264	31	1
223	264	31	1
226	264	31	1
227	264	31	1
231	264	31	2
238	264	31	1
244	264	31	2
245	264	31	1
246	264	31	1
248	264	31	1
186	265	31	1
213	265	31	2
214	265	31	2
216	265	31	1
223	265	31	1
229	265	31	1
231	265	31	2
232	265	31	1
234	265	31	1
240	265	31	2
249	265	31	1
187	266	31	4
191	266	31	1
193	266	31	1
194	266	31	1
215	266	31	1
217	266	31	1
219	266	31	1
220	266	31	2
221	266	31	1
229	266	31	1
231	266	31	1
232	266	31	3
244	266	31	1
245	266	31	2
248	266	31	4
251	266	31	1
177	267	31	1
182	267	31	1
183	267	31	1
186	267	31	3
192	267	31	1
193	267	31	1
195	267	31	2
197	267	31	1
211	267	31	1
222	267	31	2
224	267	31	1
231	267	31	1
235	267	31	2
237	267	31	1
245	267	31	1
246	267	31	1
248	267	31	2
195	268	31	1
197	268	31	1
203	268	31	1
210	268	31	1
213	268	31	1
216	268	31	2
218	268	31	2
219	268	31	1
225	268	31	2
240	268	31	2
243	268	31	1
247	268	31	2
182	269	31	1
183	269	31	1
191	269	31	2
193	269	31	1
198	269	31	1
201	269	31	1
204	269	31	2
214	269	31	3
215	269	31	2
231	269	31	1
232	269	31	1
234	269	31	1
239	269	31	2
240	269	31	1
247	269	31	1
248	269	31	1
250	269	31	2
173	270	31	2
180	270	31	2
181	270	31	1
183	270	31	3
186	270	31	1
198	270	31	2
200	270	31	1
212	270	31	1
215	270	31	2
216	270	31	4
231	270	31	1
234	270	31	2
237	270	31	1
239	270	31	1
240	270	31	1
242	270	31	1
244	270	31	1
249	270	31	2
172	271	31	2
174	271	31	1
177	271	31	1
184	271	31	2
198	271	31	1
200	271	31	1
210	271	31	1
216	271	31	1
224	271	31	2
225	271	31	2
231	271	31	1
232	271	31	1
233	271	31	1
237	271	31	1
238	271	31	1
239	271	31	1
241	271	31	1
249	271	31	1
176	272	31	1
182	272	31	2
183	272	31	2
184	272	31	2
185	272	31	1
199	272	31	2
203	272	31	1
204	272	31	1
210	272	31	1
211	272	31	1
212	272	31	1
213	272	31	2
215	272	31	2
225	272	31	1
227	272	31	1
232	272	31	1
234	272	31	1
236	272	31	2
237	272	31	1
240	272	31	1
243	272	31	1
248	272	31	1
249	272	31	1
251	272	31	1
176	273	31	1
183	273	31	1
207	273	31	1
210	273	31	1
211	273	31	1
212	273	31	2
214	273	31	1
215	273	31	1
235	273	31	1
236	273	31	1
237	273	31	1
239	273	31	1
244	273	31	1
175	274	31	1
180	274	31	2
182	274	31	3
185	274	31	1
204	274	31	1
210	274	31	4
211	274	31	1
213	274	31	1
214	274	31	1
216	274	31	1
232	274	31	1
233	274	31	1
236	274	31	1
239	274	31	1
240	274	31	2
241	274	31	1
243	274	31	1
247	274	31	1
248	274	31	1
250	274	31	1
201	275	31	1
205	275	31	1
206	275	31	1
235	275	31	2
237	275	31	1
238	275	31	1
239	275	31	1
241	275	31	2
243	275	31	1
244	275	31	1
250	275	31	1
184	276	31	1
198	276	31	1
233	276	31	1
236	276	31	2
238	276	31	2
239	276	31	1
241	276	31	1
243	276	31	1
253	276	31	1
174	277	31	1
204	277	31	2
209	277	31	3
233	277	31	1
234	277	31	2
236	277	31	2
237	277	31	1
238	277	31	1
243	277	31	1
245	277	31	1
249	277	31	1
174	278	31	3
177	278	31	1
180	278	31	1
203	278	31	1
206	278	31	1
207	278	31	1
208	278	31	3
224	278	31	3
237	278	31	1
238	278	31	1
240	278	31	2
242	278	31	1
243	278	31	1
244	278	31	1
247	278	31	2
180	279	31	1
207	279	31	1
208	279	31	2
235	279	31	4
236	279	31	2
237	279	31	1
238	279	31	1
242	279	31	1
245	279	31	2
246	279	31	2
253	279	31	1
254	279	31	1
205	280	31	2
208	280	31	2
219	280	31	1
220	280	31	1
226	280	31	1
235	280	31	2
236	280	31	2
237	280	31	1
245	280	31	3
247	280	31	1
248	280	31	1
249	280	31	2
251	280	31	2
179	281	31	1
181	281	31	1
184	281	31	1
204	281	31	1
206	281	31	1
219	281	31	1
222	281	31	2
228	281	31	1
234	281	31	1
235	281	31	2
237	281	31	1
239	281	31	2
241	281	31	2
243	281	31	1
245	281	31	1
248	281	31	1
250	281	31	2
251	281	31	2
254	281	31	1
173	282	31	2
175	282	31	1
178	282	31	2
179	282	31	1
181	282	31	2
206	282	31	1
219	282	31	1
220	282	31	1
221	282	31	1
223	282	31	1
231	282	31	1
232	282	31	1
233	282	31	1
239	282	31	1
240	282	31	1
244	282	31	2
245	282	31	1
246	282	31	1
250	282	31	1
254	282	31	1
256	282	31	1
176	283	31	1
181	283	31	2
182	283	31	1
184	283	31	3
208	283	31	1
223	283	31	1
230	283	31	1
231	283	31	1
233	283	31	1
235	283	31	1
240	283	31	2
253	283	31	3
175	284	31	1
177	284	31	2
181	284	31	1
212	284	31	2
220	284	31	1
222	284	31	1
223	284	31	1
224	284	31	1
236	284	31	2
238	284	31	1
239	284	31	2
241	284	31	1
243	284	31	1
248	284	31	1
250	284	31	1
254	284	31	1
256	284	31	2
257	284	31	1
173	285	31	1
177	285	31	1
178	285	31	1
206	285	31	2
219	285	31	1
223	285	31	1
226	285	31	2
229	285	31	1
231	285	31	3
233	285	31	2
234	285	31	1
236	285	31	3
243	285	31	2
244	285	31	1
245	285	31	2
247	285	31	2
250	285	31	1
255	285	31	2
256	285	31	1
204	286	31	1
219	286	31	1
221	286	31	1
222	286	31	1
224	286	31	2
227	286	31	1
238	286	31	1
239	286	31	1
240	286	31	1
249	286	31	1
252	286	31	1
187	287	31	1
225	287	31	1
226	287	31	1
227	287	31	1
228	287	31	1
229	287	31	1
230	287	31	2
231	287	31	2
234	287	31	1
237	287	31	2
238	287	31	1
243	287	31	4
244	287	31	1
246	287	31	1
248	287	31	2
251	287	31	2
252	287	31	2
255	287	31	2
256	287	31	1
186	288	31	1
187	288	31	1
220	288	31	1
222	288	31	1
228	288	31	2
230	288	31	2
233	288	31	2
236	288	31	1
242	288	31	1
244	288	31	1
245	288	31	1
249	288	31	5
251	288	31	4
200	289	31	1
205	289	31	2
224	289	31	1
228	289	31	1
232	289	31	4
234	289	31	1
235	289	31	1
238	289	31	1
241	289	31	2
244	289	31	1
245	289	31	1
247	289	31	1
250	289	31	2
254	289	31	1
221	290	31	3
222	290	31	1
225	290	31	3
227	290	31	1
232	290	31	1
235	290	31	2
239	290	31	1
241	290	31	1
242	290	31	2
246	290	31	2
250	290	31	1
197	291	31	1
198	291	31	2
204	291	31	2
223	291	31	1
229	291	31	2
238	291	31	1
241	291	31	1
242	291	31	1
244	291	31	1
247	291	31	2
248	291	31	1
249	291	31	1
255	291	31	1
197	292	31	1
201	292	31	3
222	292	31	2
226	292	31	1
230	292	31	1
235	292	31	1
238	292	31	2
243	292	31	1
246	292	31	2
250	292	31	1
251	292	31	2
253	292	31	1
254	292	31	3
256	292	31	1
257	292	31	1
222	293	31	1
229	293	31	1
232	293	31	1
233	293	31	2
234	293	31	1
235	293	31	1
236	293	31	3
237	293	31	1
238	293	31	1
241	294	32.8	1
242	293	31	2
243	293	31	1
246	293	31	1
247	293	31	1
253	293	31	5
256	293	31	1
198	294	31	1
221	294	31	1
222	294	31	1
224	294	31	1
235	294	31	1
240	294	31	2
243	294	31	2
245	294	31	1
246	294	31	1
251	294	31	1
252	294	31	1
220	295	31	1
221	295	31	1
223	295	31	1
233	295	31	1
235	295	31	1
241	295	31	1
242	295	31	1
247	295	31	1
248	295	31	1
249	295	31	1
252	295	31	1
215	296	31	2
223	296	31	1
228	296	31	1
229	296	31	1
236	296	31	1
240	296	31	2
252	296	31	1
195	297	31	1
221	297	31	1
224	297	31	2
225	297	31	1
226	297	31	3
231	297	31	2
234	297	31	1
235	297	31	1
239	297	31	1
241	297	31	1
252	297	31	2
255	297	31	1
223	298	31	2
226	298	31	1
228	298	31	1
232	298	31	1
235	298	31	1
238	298	31	1
239	298	31	1
240	298	31	1
242	298	31	3
248	298	31	1
249	298	31	2
251	298	31	2
229	299	31	1
230	299	31	2
236	299	31	1
237	299	31	1
240	299	31	1
247	299	31	1
227	300	31	1
229	300	31	1
230	300	31	1
231	300	31	1
235	300	31	2
236	300	31	1
237	300	31	1
244	300	31	1
248	300	31	1
250	300	31	1
224	301	31	1
227	301	31	2
229	301	31	1
234	301	31	2
236	301	31	1
242	301	31	1
245	301	31	1
246	301	31	1
248	301	31	1
249	301	31	1
222	302	31	2
223	302	31	1
224	302	31	1
226	302	31	1
231	302	31	1
232	302	31	1
235	302	31	1
239	302	31	2
242	302	31	2
244	302	31	1
245	302	31	1
246	302	31	1
248	302	31	1
224	303	31	1
231	303	31	2
232	303	31	1
233	303	31	1
237	303	31	1
241	303	31	1
243	303	31	1
245	303	31	1
246	303	31	2
237	304	31	1
238	304	31	1
244	304	31	1
223	305	31	3
225	305	31	1
235	305	31	1
238	305	31	1
223	306	31	2
231	306	31	1
233	306	31	1
234	307	31	1
237	307	31	1
223	308	31	3
226	309	31	1
226	250	32	1
231	250	32	1
228	251	32	1
217	252	32	1
226	252	32	1
231	252	32	2
216	253	32	1
217	253	32	1
218	253	32	1
224	253	32	1
227	253	32	1
229	253	32	1
232	253	32	1
237	253	32	1
216	254	32	1
223	254	32	1
226	254	32	2
230	254	32	1
236	254	32	1
188	255	32	1
214	255	32	2
216	255	32	2
218	255	32	1
221	255	32	1
223	255	32	1
224	255	32	1
226	255	32	3
227	255	32	1
234	255	32	1
235	255	32	1
240	255	32	3
177	256	32	3
215	256	32	3
227	256	32	1
234	256	32	1
240	256	32	1
242	256	32	3
192	257	32	2
193	257	32	1
195	257	32	1
202	257	32	3
203	257	32	1
210	257	32	1
221	257	32	1
228	257	32	1
229	257	32	1
182	258	32	2
226	258	32	2
228	258	32	3
231	258	32	2
232	258	32	2
237	258	32	2
239	258	32	1
191	259	32	2
193	259	32	1
209	259	32	2
213	259	32	1
215	259	32	1
217	259	32	1
220	259	32	1
227	259	32	3
228	259	32	2
229	259	32	1
230	259	32	3
237	259	32	1
242	259	32	1
243	259	32	1
245	259	32	1
247	259	32	3
203	260	32	2
210	260	32	2
218	260	32	1
220	260	32	1
221	260	32	1
234	260	32	1
235	260	32	1
240	260	32	1
244	260	32	2
246	260	32	1
248	260	32	1
186	261	32	1
195	261	32	1
211	261	32	1
212	261	32	1
216	261	32	3
218	261	32	2
219	261	32	1
224	261	32	2
225	261	32	3
229	261	32	2
238	261	32	2
245	261	32	1
196	262	32	1
197	262	32	1
198	262	32	1
207	262	32	1
209	262	32	1
215.5	262.5	32.5	1
216	262	32	2
217	262	32	1
224	262	32	1
231	262	32	1
233	262	32	1
235	262	32	1
238	262	32	2
240	262	32	1
244	262	32	2
246	262	32	4
247	262	32	2
249	262	32	2
193	263	32	1
194	263	32	1
198	263	32	1
204	263	32	1
208	263	32	2
213	263	32	1
218	263	32	1
221	263	32	3
225	263	32	1
226	263	32	2
227	263	32	1
231	263	32	1
233	263	32	1
236	263	32	2
237	263	32	1
242	263	32	1
243	263	32	1
245	263	32	1
247	263	32	2
249	263	32	2
250	263	32	1
251	263	32	2
186	264	32	2
189	264	32	1
190	264	32	1
192	264	32	1
194	264	32	1
199	264	32	1
200	264	32	1
210	264	32	1
212	264	32	1
214	264	32	1
221	264	32	1
222	264	32	1
224	264	32	1
231	264	32	1
232	264	32	2
238	264	32	3
239	264	32	2
245	264	32	1
250	264	32	1
184	265	32	2
185	265	32	1
186	265	32	1
189	265	32	1
193	265	32	1
195	265	32	1
196	265	32	1
198	265	32	1
215	265	32	2
220	265	32	1
224	265	32	2
231	265	32	1
235	265	32	3
238	265	32	2
244	265	32	1
248	265	32	1
251	265	32	1
178	266	32	2
186	266	32	1
188	266	32	3
194	266	32	1
196	266	32	1
213	266	32	2
214	266	32	2
216	266	32	1
217	266	32	2
221	266	32	1
222	266	32	1
224	266	32	1
228	266	32	2
232	266	32	1
235	266	32	1
237	266	32	1
238	266	32	2
243	266	32	1
248	266	32	1
252	266	32	1
182	267	32	2
188	267	32	2
191	267	32	1
192	267	32	1
193	267	32	1
197	267	32	2
208	267	32	1
211	267	32	2
215	267	32	1
219	267	32	2
222	267	32	1
229	267	32	2
231	267	32	1
233	267	32	1
239	267	32	1
242	267	32	1
243	267	32	1
247	267	32	3
249	267	32	2
252	267	32	2
183	268	32	1
188	268	32	1
194	268	32	2
211	268	32	1
214	268	32	1
215	268	32	4
225	268	32	1
233	268	32	1
239	268	32	1
243	268	32	2
245	268	32	1
248	268	32	3
175	269	32	1
176	269	32	2
177	269	32	1
181	269	32	1
186	269	32	1
187	269	32	2
196	269	32	1
204	269	32	2
209	269	32	1
210	269	32	1
213	269	32	2
218	269	32	3
222	269	32	1
223	269	32	1
228	269	32	3
238	269	32	1
239	269	32	1
240	269	32	1
244	269	32	3
249	269	32	1
250	269	32	1
173	270	32	1
185	270	32	1
196	270	32	1
197	270	32	1
201	270	32	2
206	270	32	1
207	270	32	1
212	270	32	2
222	270	32	1
232	270	32	1
234	270	32	2
239	270	32	1
244	270	32	1
245	270	32	1
248	270	32	1
174	271	32	1
176	271	32	1
177	271	32	1
183	271	32	1
186	271	32	1
188	271	32	1
210	271	32	3
211	271	32	1
214	271	32	1
215	271	32	2
216	271	32	1
231	271	32	1
234	271	32	2
235	271	32	2
238	271	32	1
241	271	32	2
243	271	32	1
244	271	32	1
246	271	32	1
247	271	32	1
249	271	32	1
173	272	32	1
175	272	32	2
182	272	32	1
184	272	32	1
186	272	32	1
202	272	32	1
203	272	32	2
205	272	32	2
208	272	32	1
209	272	32	1
212	272	32	1
216	272	32	1
228	272	32	2
230	272	32	1
234	272	32	1
235	272	32	1
237	272	32	1
238	272	32	1
243	272	32	1
246	272	32	1
248	272	32	1
249	272	32	1
255	272	32	2
174	273	32	2
181	273	32	1
183	273	32	3
201	273	32	1
204	273	32	1
205	273	32	1
206	273	32	1
207	273	32	1
208	273	32	1
209	273	32	2
210	273	32	2
211	273	32	1
213	273	32	1
214	273	32	1
234	273	32	1
235	273	32	1
239	273	32	1
241	273	32	1
242	273	32	3
243	273	32	4
246	273	32	2
250	273	32	1
254	273	32	1
172	274	32	1
174	274	32	1
182	274	32	1
184	274	32	2
202	274	32	1
203	274	32	1
204	274	32	1
211	274	32	1
213	274	32	2
214	274	32	1
215	274	32	1
237	274	32	1
238	274	32	1
240	274	32	1
241	274	32	2
246	274	32	1
186	275	32	1
203	275	32	3
211	275	32	1
212	275	32	1
213	275	32	1
214	275	32	1
215	275	32	1
235	275	32	1
237	275	32	1
247	275	32	1
250	275	32	1
252	275	32	2
175	276	32	1
203	276	32	2
204	276	32	1
205	276	32	2
215	276	32	2
234	276	32	1
235	276	32	1
236	276	32	1
238	276	32	1
239	276	32	1
242	276	32	3
246	276	32	1
249	276	32	1
174	277	32	3
175	277	32	1
204	277	32	1
210	277	32	2
214	277	32	1
237	277	32	1
240	277	32	4
241	277	32	1
244	277	32	2
245	277	32	1
247	277	32	1
248	277	32	3
184	278	32	1
206	278	32	2
224	278	32	2
235	278	32	1
236	278	32	1
243	278	32	1
245	278	32	3
246	278	32	2
255	278	32	1
179	279	32	1
181	279	32	2
207	279	32	1
239	279	32	1
240	279	32	3
242	279	32	2
244	279	32	1
246	279	32	2
247	279	32	1
174	280	32	1
178	280	32	1
180	280	32	2
189	280	32	1
208	280	32	1
219	280	32	1
221	280	32	1
223	280	32	3
232	280	32	1
237	280	32	1
238	280	32	1
239	280	32	1
245	280	32	1
246	280	32	2
179	281	32	3
211	281	32	2
217	281	32	1
219	281	32	1
220	281	32	1
231	281	32	1
233	281	32	1
234	281	32	1
244	281	32	1
252	281	32	1
175	282	32	2
178	282	32	2
179	282	32	1
187	282	32	1
188	282	32	1
220	282	32	4
221	282	32	1
222	282	32	1
226	282	32	2
229	282	32	2
231	282	32	1
241	282	32	1
245	282	32	1
247	282	32	1
248	282	32	2
249	282	32	1
251	282	32	1
253	282	32	2
256	282	32	2
176	283	32	2
178	283	32	3
179	283	32	1
181	283	32	1
183	283	32	1
207	283	32	1
211	283	32	2
222	283	32	2
223	283	32	1
224	283	32	2
237	283	32	2
239	283	32	1
241	283	32	2
244	283	32	1
248	283	32	1
249	283	32	2
253	283	32	1
177	284	32	1
179	284	32	2
186	284	32	2
205	284	32	3
209	284	32	1
210	284	32	1
219	284	32	1
220	284	32	2
227	284	32	1
229	284	32	2
233	284	32	2
234	284	32	1
242	284	32	2
244	284	32	1
249	284	32	1
252	284	32	1
254	284	32	1
176	285	32	1
177	285	32	2
180	285	32	3
182	285	32	1
185	285	32	2
204	285	32	2
205	285	32	1
206	285	32	1
215	285	32	2
219	285	32	2
221	285	32	1
222	285	32	2
223	285	32	1
229	285	32	1
231	285	32	1
232	285	32	1
234	285	32	1
237	285	32	2
244	285	32	1
246	285	32	1
249	285	32	3
250	285	32	2
253	285	32	1
255	285	32	1
174	286	32	1
177	286	32	1
204	286	32	1
207	286	32	1
209	286	32	2
219	286	32	3
221	286	32	1
222	286	32	1
224	286	32	1
228	286	32	1
231	286	32	1
234	286	32	3
237	286	32	1
240	286	32	1
242	286	32	2
243	286	32	2
248	286	32	1
250	286	32	1
252	286	32	1
254	286	32	1
176	287	32	1
177	287	32	1
187	287	32	1
207	287	32	1
208	287	32	1
220	287	32	2
221	287	32	1
222	287	32	3
224	287	32	1
228	287	32	1
236.5	287.5	32.5	1
238	287	32	1
240	287	32	2
241	287	32	2
242	287	32	1
248	287	32	1
249	287	32	2
250	287	32	2
255	287	32	2
256	287	32	1
201	288	32	1
202	288	32	1
222	288	32	1
226	288	32	2
231	288	32	2
235	288	32	1
236	288	32	1
237	288	32	1
239	288	32	1
240	288	32	1
242	288	32	1
243	288	32	1
244	288	32	2
253	288	32	2
185	289	32	1
187	289	32	1
200	289	32	1
222	289	32	2
224	289	32	1
226	289	32	2
227	289	32	1
230	289	32	1
231	289	32	1
233	289	32	2
234	289	32	2
239	289	32	1
242	289	32	1
244	289	32	3
187	290	32	1
220	290	32	1
222	290	32	3
226	290	32	1
229	290	32	1
230	290	32	3
231	290	32	1
232	290	32	1
234	290	32	1
236	290	32	1
237	290	32	1
239	290	32	1
241	290	32	3
243	290	32	1
246	290	32	1
247	290	32	1
250	290	32	3
253	290	32	1
186	291	32	1
197	291	32	1
200	291	32	2
223	291	32	1
231	291	32	2
238	291	32	1
239	291	32	1
241	291	32	1
243	291	32	2
245	291	32	2
247	291	32	1
248	291	32	1
250	291	32	2
254	291	32	1
255	291	32	2
188	292	32	1
198	292	32	2
199	292	32	1
201	292	32	1
203	292	32	1
222	292	32	1
223	292	32	1
228	292	32	3
238	292	32	1
243	292	32	1
246	292	32	1
247	292	32	1
248	292	32	1
249	292	32	1
251	292	32	1
252	292	32	1
254	292	32	1
256	292	32	2
257	292	32	1
179	293	32	2
197	293	32	3
199	293	32	1
207	293	32	1
220	293	32	2
221	293	32	1
224	293	32	1
227	293	32	1
228	293	32	1
229	293	32	2
230	293	32	2
232	293	32	1
233	293	32	2
237	293	32	1
238	293	32	2
241	293	32	2
242	293	32	1
244	293	32	2
245	293	32	2
251	293	32	2
253	293	32	1
256	293	32	1
197	294	32	1
198	294	32	1
223	294	32	1
224	294	32	2
225	294	32	2
228	294	32	1
230	294	32	2
231	294	32	1
236	294	32	1
237	294	32	1
239	294	32	3
242	294	32	1
244	294	32	1
245	294	32	1
252	294	32	2
253	294	32	1
192	295	32	1
195	295	32	5
200	295	32	1
217	295	32	2
220	295	32	1
224	295	32	1
228	295	32	1
239	295	32	2
240	295	32	2
241	295	32	2
245	295	32	1
253	295	32	1
197	296	32	1
220	296	32	1
223	296	32	1
226	296	32	1
228	296	32	2
230	296	32	1
233	296	32	2
234	296	32	1
237	296	32	3
244	296	32	1
245	296	32	2
247	296	32	2
249	296	32	2
250	296	32	1
255	296	32	1
183	297	32	1
221	297	32	1
225	297	32	1
237	297	32	3
241	297	32	1
242	297	32	1
243	297	32	1
244	297	32	1
246	297	32	1
248	297	32	1
254	297	32	2
195	298	32	1
197	298	32	2
219	298	32	1
221	298	32	1
228	298	32	1
230	298	32	1
234	298	32	1
239	298	32	1
241	298	32	1
246	298	32	1
247	298	32	1
248	298	32	1
251	298	32	1
253	298	32	1
197	299	32	2
227	299	32	2
228	299	32	1
231	299	32	1
235	299	32	1
237	299	32	1
240	299	32	1
247	299	32	2
249	299	32	1
197	300	32	1
225	300	32	1
235	300	32	3
236	300	32	1
237	300	32	3
239	300	32	2
240	300	32	2
246	300	32	1
247	300	32	1
198	301	32	1
210	301	32	2
221	301	32	1
223	301	32	2
229	301	32	1
232	301	32	1
236	301	32	1
237	301	32	1
240	301	32	1
241	301	32	2
244	301	32	1
246	301	32	1
223	302	32	1
224	302	32	1
233	302	32	2
234	302	32	1
238	302	32	1
239	302	32	2
240	302	32	1
241	302	32	2
242	302	32	1
243	302	32	2
248	302	32	1
249	302	32	1
207	303	32	1
226	303	32	1
229	303	32	1
232	303	32	1
234	303	32	1
235	303	32	2
239	303	32	2
242	303	32	2
245	303	32	1
217	304	32	1
220	304	32	2
225	304	32	1
230	304	32	1
231	304	32	1
237	304	32	1
238	304	32	1
243	304	32	1
244	304	32	1
245	304	32	1
204	305	32	2
221	305	32	2
226	305	32	2
235	305	32	1
237	305	32	1
242	305	32	1
208	306	32	1
222	306	32	1
230	306	32	1
233	306	32	1
234	306	32	2
242	306	32	2
206	307	32	1
222	307	32	1
225	307	32	1
235	307	32	1
236	307	32	1
237	307	32	2
221	308	32	2
223	308	32	2
227	308	32	1
229	308	32	1
235	308	32	1
226	309	32	1
227	309	32	1
231	309	32	1
235	309	32	1
225	310	32	1
231	310	32	1
233	310	32	1
234	311	32	1
227	312	32	1
232	312	32	1
228	249	33	1
228	250	33	1
228	251	33	3
230	251	33	1
223	252	33	1
226	252	33	2
229	252	33	2
231	252	33	1
240	252	33	2
221	253	33	1
224	253	33	1
231	253	33	2
232	253	33	2
237	253	33	1
240	253	33	1
241	253	33	1
217	254	33	2
225	254	33	2
235	254	33	1
236	254	33	3
239	254	33	1
240	254	33	1
217	255	33	1
218	255	33	1
223	255	33	1
226	255	33	2
235	255	33	1
237	255	33	3
215	256	33	1
216	256	33	1
221	256	33	1
222	256	33	1
223	256	33	1
225	256	33	2
237	256	33	1
238	256	33	1
240	256	33	1
241	256	33	1
214	257	33	1
216	257	33	2
217	257	33	3
220	257	33	3
224	257	33	1
227	257	33	1
230	257	33	1
239	257	33	1
216	258	33	1
218	258	33	1
223	258	33	2
226	258	33	2
231	258	33	1
233	258	33	1
234	258	33	1
