x	y	z	Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta)
223	286	32	2
224	286	32	1
226	286	32	5
229	286	32	1
231	286	32	1
237	286	32	4
240	286	32	1
243	286	32	1
249	286	32	1
187	287	32	1
223	287	32	1
228	287	32	1
234	287	32	2
245	287	32	1
246	287	32	1
247	287	32	1
254	287	32	1
255	287	32	1
256	287	32	1
201	288	32	1
220	288	32	1
221	288	32	2
229	288	32	1
234	288	32	1
239	288	32	1
240	288	32	1
253	288	32	1
200	289	32	2
242	289	32	1
243	289	32	1
220	290	32	1
221	290	32	1
222	290	32	1
229	290	32	1
239	290	32	1
243	290	32	1
255	290	32	1
197	291	32	1
222	291	32	2
229	291	32	1
231	291	32	1
233.333333333333	291.333333333333	33	1
235	291	32	1
243	291	32	1
247	291	32	2
198	292	32	2
199	292	32	1
201	292	32	1
224	292	32	1
233	292	32	1
255	292	32	1
218	293	32	1
221	293	32	1
229	293	32	1
232	293	32	1
236	293	32	2
241	293	32	1
242	293	32	1
244	293	32	1
248	293	32	1
250	293	32	1
251	293	32	1
253	293	32	1
256	293	32	1
198	294	32	2
221	294	32	1
225	294	32	1
227	294	32	1
230	294	32	1
235	294	32	1
236	294	32	1
237	294	32	1
238	294	32	1
242	294	32	1
244	294	32	2
251	294	32	1
200	295	32	1
226	295	32	1
228	295	32	2
232	295	32	1
236	295	32	1
243	295	32	1
245	295	32	1
247	295	32	1
248	295	32	1
251	295	32	1
253	295	32	1
200	296	32	1
229	296	32	1
232	296	32	1
244	296	32	1
225	297	32	1
226	297	32	1
236	297	32	1
237	297	32	1
247	297	32	1
250	297	32	1
252	297	32	2
255	297	32	1
195	298	32	1
219	298	32	2
228	298	32	1
234	298	32	1
239	298	32	1
241	298	32	1
249	298	32	1
250	298	32	1
252	298	32	1
253	298	32	1
197	299	32	1
227	299	32	1
231	299	32	1
243	299	32	1
225	300	32	1
232	300	32	1
236	300	32	1
239	300	32	1
244	300	32	1
246	300	32	1
248	300	32	2
223	301	32	1
224	301	32	1
225	301	32	1
231	301	32	1
234	301	32	1
235	301	32	1
237	301	32	1
239	301	32	2
249	301	32	3
222	302	32	1
223	302	32	1
236	302	32	1
238	302	32	1
239	302	32	1
240	302	32	1
241	302	32	1
245	302	32	1
247	302	32	1
249	302	32	2
222	303	32	1
226	303	32	1
232	303	32	2
242	303	32	1
220	304	32	1
230	304	32	1
234	304	32	1
236	304	32	1
238	304	32	1
239	304	32	1
243	304	32	1
244	304	32	1
234	305	32	1
242	305	32	1
222	306	32	1
233	306	32	1
237	306	32	1
241	306	32	1
236	307	32	1
223	308	32	1
229	308	32	2
220	309	32	2
226	309	32	1
228	309	32	1
229	310	32	1
225	311	32	1
230	313	32	1
226	251	33	2
227	251	33	2
230	251	33	1
240	252	33	1
218	253	33	1
222	253	33	2
224	253	33	2
220	254	33	1
230	254	33	1
231	254	33	1
236	254	33	1
239	254	33	1
220	255	33	1
226	255	33	1
231	255	33	2
235	255	33	2
237	255	33	1
221	256	33	2
240	256	33	2
214	257	33	1
215	257	33	1
220	257	33	1
235	257	33	1
220	258	33	2
221	258	33	1
230	258	33	1
239	258	33	1
242	258	33	1
209	259	33	1
213	259	33	1
215	259	33	1
227	259	33	1
237	259	33	1
242	259	33	1
243	259	33	1
244	259	33	1
213	260	33	1
217	260	33	2
230	260	33	1
231	260	33	1
237	260	33	1
240	260	33	1
195	261	33	1
214	261	33	1
219	261	33	1
220	261	33	1
225	261	33	1
228	261	33	1
234	261	33	1
236	261	33	1
237	261	33	1
242	261	33	1
192	262	33	1
227	262	33	1
229	262	33	1
233	262	33	1
236	262	33	1
240	262	33	1
242	262	33	1
246	262	33	1
250	262	33	1
185	263	33	1
191	263	33	1
199	263	33	1
200	263	33	1
203	263	33	1
215	263	33	1
219	263	33	1
220	263	33	1
225	263	33	1
247	263	33	1
186	264	33	1
191	264	33	1
192	264	33	1
212	264	33	1
214	264	33	1
215	264	33	1
216	264	33	1
218	264	33	1
220	264	33	1
223	264	33	1
229	264	33	2
231	264	33	1
233	264	33	1
245	264	33	1
250	264	33	1
186	265	33	1
192	265	33	1
210	265	33	1
218	265	33	1
223	265	33	2
225	265	33	1
233	265	33	1
244	265	33	1
251	265	33	1
184	266	33	2
190	266	33	1
192	266	33	1
215	266	33	1
216	266	33	1
219	266	33	1
228	266	33	2
230	266	33	1
246	266	33	1
247	266	33	1
249	266	33	1
188	267	33	1
202	267	33	1
205	267	33	1
214	267	33	1
217	267	33	1
221	267	33	1
225	267	33	2
229	267	33	1
244	267	33	1
248	267	33	2
192	268	33	1
195	268	33	1
209	268	33	1
214	268	33	1
216	268	33	1
217	268	33	1
219	268	33	1
220	268	33	1
235	268	33	1
241	268	33	1
243	268	33	1
245	268	33	1
250	268	33	1
192	269	33	1
195	269	33	1
196	269	33	1
209	269	33	1
212	269	33	2
217	269	33	2
224	269	33	2
233	269	33	1
234	269	33	1
245	269	33	1
246	269	33	2
174	270	33	1
179	270	33	2
185	270	33	1
187	270	33	1
194	270	33	1
214	270	33	1
233	270	33	1
241	270	33	1
245	270	33	4
249	270	33	1
175	271	33	2
186	271	33	1
190	271	33	1
208	271	33	1
209	271	33	1
225	271	33	1
237	271	33	2
242	271	33	1
244	271	33	1
247	271	33	1
175	272	33	1
182	272	33	1
183	272	33	2
185	272	33	1
201	272	33	1
203	272	33	1
210	272	33	1
234	272	33	1
239	272	33	1
244	272	33	1
250	272	33	1
171	273	33	2
176	273	33	1
181	273	33	1
182	273	33	1
202	273	33	1
213	273	33	1
230	273	33	1
235	273	33	1
239	273	33	1
247	273	33	2
169	274	33	1
176	274	33	1
177	274	33	1
183	274	33	1
193	274	33	1
202	274	33	1
203	274	33	2
209	274	33	1
210	274	33	1
206	275	33	1
207	275	33	1
209	275	33	1
211	275	33	2
213	275	33	1
216	275	33	1
217	275	33	1
235	275	33	1
176	276	33	1
192	276	33	1
201	276	33	1
208	276	33	1
214	276	33	1
237	276	33	1
239	276	33	1
241	276	33	2
205	277	33	1
207	277	33	1
209	277	33	1
210	277	33	1
238	277	33	1
239	277	33	1
241	277	33	2
242	277	33	1
244	277	33	1
176	278	33	1
177	278	33	2
178	278	33	1
191	278	33	1
209	278	33	1
234	278	33	1
235	278	33	1
246	278	33	1
175	279	33	2
178	279	33	1
201	279	33	1
208	279	33	3
220	279	33	1
248	279	33	1
176	280	33	1
211	280	33	1
214	280	33	2
220	280	33	1
229	280	33	1
241	280	33	1
251	280	33	1
173	281	33	1
175	281	33	1
217	281	33	1
224	281	33	1
230	281	33	1
232	281	33	1
234	281	33	2
243	281	33	1
248	281	33	1
210	282	33	1
211	282	33	1
212	282	33	1
222	282	33	1
224	282	33	1
229	282	33	2
234	282	33	1
235	282	33	1
237	282	33	1
244	282	33	3
247	282	33	1
251	282	33	1
252	282	33	1
174	283	33	1
181	283	33	1
206	283	33	1
226	283	33	1
236	283	33	1
247	283	33	1
253	283	33	2
188	284	33	2
207	284	33	1
208	284	33	1
210	284	33	1
225	284	33	1
234	284	33	1
236	284	33	1
242	284	33	1
247	284	33	1
249	284	33	1
175	285	33	1
204	285	33	1
208	285	33	1
219	285	33	2
221	285	33	1
222	285	33	1
225	285	33	1
228	285	33	1
229	285	33	2
236	285	33	1
241	285	33	1
243	285	33	3
246	285	33	1
248	285	33	1
253	285	33	1
204	286	33	1
219	286	33	1
226	286	33	1
229	286	33	1
230	286	33	2
236	286	33	1
237	286	33	1
243	286	33	1
252	286	33	1
205	287	33	1
219	287	33	1
224	287	33	1
226	287	33	1
245	287	33	2
187	288	33	1
196	288	33	1
223	288	33	1
231	288	33	1
233	288	33	1
236	288	33	1
244	288	33	1
247	288	33	1
249	288	33	1
184	289	33	1
186	289	33	1
224	289	33	1
232	289	33	2
234	289	33	1
244	289	33	1
245	289	33	1
253	289	33	1
222	290	33	1
225	290	33	1
230	290	33	2
236	290	33	1
243	290	33	1
246	290	33	1
257	290	33	1
201	291	33	1
223	291	33	1
225	291	33	2
226	291	33	1
232	291	33	1
242	291	33	1
246	291	33	1
247	291	33	1
223	292	33	1
227	292	33	1
228	292	33	1
236	292	33	1
247	292	33	2
185	293	33	1
220	293	33	1
224	293	33	1
240	293	33	2
244	293	33	1
246	293	33	1
195	294	33	1
231	294	33	1
238	294	33	1
244	294	33	1
182	295	33	1
198	295	33	1
201	295	33	1
220	295	33	1
232	295	33	2
235	295	33	1
243	295	33	2
245	295	33	1
247	295	33	1
254	295	33	1
179	296	33	1
200	296	33	1
222	296	33	2
223	296	33	1
225	296	33	1
226	296	33	3
228	296	33	2
233	296	33	1
241	296	33	2
202	297	33	1
225	297	33	1
226	297	33	1
227	297	33	1
228	297	33	1
231	297	33	1
235	297	33	1
245	297	33	1
182	298	33	1
194	298	33	1
198	298	33	1
220	298	33	1
226	298	33	1
228	298	33	1
231	298	33	1
235	298	33	2
236	298	33	1
238	298	33	1
239	298	33	1
240	298	33	1
246	298	33	1
195	299	33	1
198	299	33	1
227	299	33	1
230	299	33	1
234	299	33	1
235	299	33	1
236	299	33	1
239	299	33	2
243	299	33	1
245	299	33	1
196	300	33	1
226	300	33	1
227	300	33	1
226	301	33	1
227	301	33	1
228	301	33	1
229	301	33	2
237	301	33	1
249	301	33	2
225	302	33	1
226	302	33	1
229	302	33	1
233	302	33	2
240	302	33	1
243	302	33	1
245	302	33	1
246	302	33	1
223	303	33	1
225	303	33	1
229	303	33	1
234	303	33	1
236	303	33	3
240	303	33	1
242	303	33	1
243	303	33	1
220	304	33	1
229	304	33	1
232	304	33	1
233	304	33	1
236	304	33	1
238	304	33	1
243	304	33	1
225	305	33	1
230	305	33	1
240	305	33	3
199	306	33	1
236	306	33	1
242	306	33	1
206	307	33	1
221	307	33	1
222	307	33	1
226	307	33	1
235	307	33	1
241	307	33	1
221	308	33	2
224	308	33	2
227	308	33	1
239	308	33	1
242	308	33	1
221	309	33	1
226	310	33	1
228	310	33	1
229	310	33	1
233	310	33	1
224	311	33	1
227	311	33	1
228	311	33	1
231	311	33	1
233	311	33	1
234	311	33	1
235	311	33	1
236	311	33	1
238	311	33	1
226	312	33	1
232	312	33	2
223	313	33	1
230	313	33	1
235	313	33	1
236	313	33	1
228	314	33	1
230	315	33	1
230	252	34	1
225	253	34	1
226	253	34	2
227	253	34	1
228	253	34	2
231	254	34	2
239	254	34	1
241	254	34	1
218	255	34	1
220	255	34	1
224	255	34	1
227	255	34	1
230	255	34	1
242	255	34	1
221	256	34	2
224	256	34	1
233	256	34	1
210	257	34	3
216	257	34	1
218	257	34	1
223	257	34	1
225	257	34	1
227	257	34	1
228	257	34	1
241	257	34	1
217	258	34	1
224	258	34	1
227	258	34	1
228	258	34	1
240	258	34	1
242	258	34	2
211	259	34	1
219	259	34	1
222	259	34	1
230	259	34	1
235	259	34	1
241	259	34	1
212	260	34	1
214	260	34	1
217	260	34	1
237	260	34	2
245	260	34	1
195	261	34	1
214	261	34	1
215	261	34	1
219	261	34	1
222	261	34	2
223	261	34	3
235	261	34	1
242	261	34	2
244	261	34	1
194	262	34	1
210	262	34	1
216	262	34	1
236	262	34	1
241	262	34	2
243	262	34	1
244	262	34	1
192	263	34	3
197	263	34	1
214	263	34	2
233	263	34	1
236	263	34	1
241	263	34	1
244	263	34	1
248	263	34	1
187	264	34	1
191	264	34	1
193	264	34	1
194	264	34	1
201	264	34	1
205	264	34	1
209	264	34	2
212	264	34	1
213	264	34	1
215	264	34	2
217	264	34	1
223	264	34	1
228	264	34	1
233	264	34	1
245	264	34	1
248	264	34	1
249	264	34	1
176	265	34	2
191	265	34	1
203	265	34	1
213	265	34	1
219	265	34	1
226	265	34	1
230	265	34	1
231	265	34	1
239	265	34	1
245	265	34	2
248	265	34	1
184	266	34	1
193	266	34	1
209	266	34	1
211	266	34	1
217	266	34	1
227	266	34	1
228	266	34	1
229	266	34	1
230	266	34	1
240	266	34	1
243	266	34	2
246	266	34	1
182	267	34	1
192	267	34	1
195	267	34	1
197	267	34	1
206	267	34	1
221	267	34	1
225	267	34	1
230	267	34	1
249	267	34	2
173	268	34	2
191	268	34	1
193	268	34	1
195	268	34	1
207	268	34	2
210	268	34	1
215	268	34	2
216	268	34	1
217	268	34	1
220	268	34	1
221	268	34	1
231	268	34	1
244	268	34	2
246	268	34	2
251	268	34	2
252	268	34	1
182	269	34	1
198	269	34	1
220	269	34	3
222	269	34	1
233	269	34	1
239	269	34	1
245	269	34	1
248	269	34	1
180	270	34	1
188	270	34	1
194	270	34	1
195	270	34	1
196	270	34	1
197	270	34	1
199	270	34	1
200	270	34	1
201	270	34	1
203	270	34	1
206	270	34	2
215	270	34	1
218	270	34	1
240	270	34	1
245	270	34	1
246	270	34	1
185	271	34	1
186	271	34	1
231	271	34	1
235	271	34	1
240	271	34	2
243	271	34	1
244	271	34	1
246	271	34	1
175	272	34	1
177	272	34	1
182	272	34	1
188	272	34	2
212	272	34	1
214	272	34	1
226	272	34	1
240	272	34	1
249	272	34	1
173	273	34	1
203	273	34	1
204	273	34	1
218	273	34	1
231	273	34	1
236	273	34	1
241	273	34	1
248	273	34	1
178	274	34	1
185	274	34	1
187	274	34	1
204	274	34	1
209	274	34	1
229	274	34	1
185	275	34	1
189	275	34	1
209	275	34	1
212	275	34	1
213	275	34	2
214	275	34	1
215	275	34	1
216	275	34	2
217	275	34	1
233	275	34	1
238	275	34	1
175	276	34	2
187	276	34	1
202	276	34	1
203	276	34	1
207	276	34	1
209	276	34	2
210	276	34	1
211	276	34	1
214	276	34	1
237	276	34	1
245	276	34	1
182	277	34	1
203	277	34	1
205	277	34	1
208	277	34	1
212	277	34	1
229	277	34	1
235	277	34	1
237	277	34	1
176	278	34	1
190	278	34	1
193	278	34	3
207	278	34	1
209	278	34	1
211	278	34	1
239	278	34	1
180	279	34	1
181	279	34	1
204	279	34	1
219	279	34	1
227	279	34	2
232	279	34	1
236	279	34	1
237	279	34	1
241	279	34	1
244	279	34	2
248	279	34	1
175	280	34	1
177	280	34	1
181	280	34	1
188	280	34	1
193	280	34	1
209	280	34	1
212	280	34	1
221	280	34	1
234	280	34	1
238	280	34	1
239	280	34	1
242	280	34	1
174	281	34	1
177	281	34	1
191	281	34	3
203	281	34	3
204	281	34	1
206	281	34	1
221	281	34	1
222	281	34	1
223	281	34	1
230	281	34	1
179	282	34	1
187	282	34	1
188	282	34	2
189	282	34	1
206	282	34	2
208	282	34	2
212	282	34	2
223	282	34	2
224	282	34	1
226	282	34	1
233	282	34	1
245	282	34	1
179	283	34	1
181	283	34	1
187	283	34	1
192	283	34	1
204	283	34	1
206	283	34	1
208	283	34	1
209	283	34	1
219	283	34	1
226	283	34	1
228	283	34	2
232	283	34	2
235	283	34	1
237	283	34	1
245	283	34	1
247	283	34	1
177	284	34	1
178	284	34	1
185	284	34	1
203	284	34	1
207	284	34	1
208	284	34	1
222	284	34	1
224	284	34	1
233	284	34	1
234	284	34	1
238	284	34	1
241	284	34	3
246	284	34	1
248	284	34	1
176	285	34	1
177	285	34	1
188	285	34	1
209	285	34	1
211	285	34	1
218	285	34	1
220	285	34	1
224	285	34	1
226	285	34	1
229	285	34	1
189	286	34	2
213	286	34	1
227	286	34	1
228	286	34	1
229	286	34	1
239	286	34	2
242	286	34	1
247	286	34	1
248	286	34	2
188	287	34	1
199	287	34	1
209	287	34	1
221	287	34	1
224	287	34	1
226	287	34	1
233	287	34	1
251	287	34	1
185	288	34	1
199	288	34	1
201	288	34	1
203	288	34	1
209	288	34	1
228	288	34	1
237	288	34	1
245	288	34	1
248	288	34	1
255	288	34	1
175	289	34	1
184	289	34	1
200	289	34	1
203	289	34	1
219	289	34	1
223	289	34	1
233	289	34	1
242	289	34	1
245	289	34	1
248	289	34	1
257	289	34	1
176	290	34	1
186	290	34	1
187	290	34	1
197	290	34	2
220	290	34	1
229	290	34	2
237	290	34	1
239	290	34	1
246	290	34	1
186	291	34	1
202	291	34	1
203	291	34	1
223	291	34	1
241	291	34	1
244	291	34	2
248	291	34	2
199	292	34	1
202	292	34	1
225	292	34	1
229	292	34	1
230	292	34	1
231	292	34	1
233	292	34	1
235	292	34	1
241	292	34	1
188	293	34	1
196	293	34	1
222	293	34	1
227	293	34	1
233	293	34	1
241	293	34	2
244	293	34	1
217	294	34	2
235	294	34	1
179	295	34	1
198	295	34	1
202	295	34	2
203	295	34	2
224	295	34	1
225	295	34	1
228	295	34	1
233	295	34	1
239	295	34	2
240	295	34	1
182	296	34	1
183	296	34	1
200	296	34	1
202	296	34	1
205	296	34	1
225	296	34	1
229	296	34	1
234	296	34	1
240	296	34	1
179	297	34	1
194	297	34	1
203	297	34	1
204	297	34	1
221	297	34	1
227	297	34	1
229	297	34	1
231	297	34	1
234	297	34	1
235	297	34	1
242	297	34	1
243	297	34	1
247	297	34	1
200	298	34	3
235	298	34	1
236	298	34	1
242	298	34	1
244	298	34	2
224	299	34	1
226	299	34	1
241	299	34	2
225	300	34	1
237	300	34	1
239	300	34	1
243	300	34	1
244	300	34	1
196	301	34	1
207	301	34	1
227	301	34	1
232	301	34	1
236	301	34	1
243	301	34	1
245	301	34	1
223	302	34	1
229	302	34	1
232	302	34	2
236	302	34	1
243	302	34	1
225	303	34	2
226	303	34	1
228	303	34	1
240	303	34	2
231	304	34	1
230	305	34	1
235	305	34	1
236	305	34	1
237	305	34	2
198	306	34	1
203	306	34	1
224	306	34	1
228	306	34	1
230	306	34	1
233	306	34	1
241	306	34	1
242	306	34	1
206	307	34	1
226	307	34	2
235	307	34	1
236	307	34	3
240	307	34	1
225	308	34	1
229	308	34	1
242	308	34	1
222	309	34	1
227	309	34	1
229	309	34	1
237	309	34	2
221	310	34	1
224	310	34	1
227	310	34	2
232	310	34	2
233	310	34	1
236	310	34	1
222	311	34	1
227	311	34	1
228	311	34	1
231	311	34	1
221	312	34	1
222	312	34	1
227	313	34	1
228	313	34	1
234	313	34	1
228	314	34	1
229	314	34	1
227	315	34	1
228	315	34	2
230	315	34	1
226	316	34	1
227	317	34	1
233	317	34	1
211	318	34	1
235	318	34	1
237	318	34	1
230	248	35	1
226	250	35	1
223	252	35	2
226	252	35	1
229	252	35	1
219	253	35	1
226	253	35	1
229	253	35	1
232	253	35	2
219	254	35	1
223	254	35	1
226	254	35	1
220	255	35	1
229	255	35	1
218	256	35	1
221	256	35	1
225	256	35	1
226	256	35	2
228	256	35	1
229	256	35	2
240	256	35	1
241	256	35	1
209	257	35	3
210	257	35	1
216	257	35	1
223	257	35	1
230	257	35	2
203	258	35	1
217	258	35	1
222	258	35	1
223	258	35	1
235	258	35	1
190	259	35	1
201	259	35	1
217	259	35	1
219	259	35	1
220	259	35	1
222	259	35	1
224	259	35	1
226.5	259.5	35.5	1
231	259	35	1
234	259	35	1
238	259	35	2
240	259	35	2
210	260	35	1
216	260	35	1
220	260	35	1
222	260	35	2
226	260	35	1
231	260	35	1
236	260	35	1
212	261	35	1
217	261	35	1
218	261	35	1
221	261	35	2
226	261	35	1
230	261	35	2
233	261	35	1
236	261	35	1
245	261	35	1
189	262	35	1
213	262	35	1
215	262	35	1
218	262	35	1
221	262	35	1
230	262	35	1
232	262	35	1
233	262	35	1
245	262	35	1
188	263	35	1
189	263	35	1
191	263	35	1
196	263	35	1
209	263	35	2
217	263	35	1
221	263	35	1
227	263	35	1
231	263	35	1
236	263	35	1
238	263	35	1
248	263	35	1
249	263	35	1
186	264	35	1
188	264	35	1
190	264	35	1
200	264	35	1
209	264	35	1
212	264	35	2
213	264	35	1
220	264	35	1
222	264	35	1
230	264	35	1
232	264	35	1
233	264	35	1
239	264	35	3
245	264	35	1
249	264	35	1
250	264	35	1
178	265	35	1
184	265	35	1
189	265	35	1
191	265	35	3
193	265	35	1
196	265	35	4
211	265	35	1
212	265	35	2
214	265	35	3
216	265	35	2
219	265	35	1
223	265	35	1
225	265	35	1
229	265	35	1
233	265	35	3
239	265	35	1
247	265	35	1
186	266	35	1
195	266	35	1
209	266	35	1
211	266	35	1
219	266	35	1
220	266	35	1
221	266	35	1
226	266	35	1
230	266	35	1
233	266	35	1
238	266	35	1
240	266	35	1
242	266	35	1
245	266	35	2
246	266	35	2
247	266	35	1
176	267	35	1
187	267	35	1
191	267	35	1
192	267	35	1
205	267	35	1
206	267	35	1
209	267	35	1
215	267	35	1
218	267	35	1
220	267	35	1
226	267	35	1
229	267	35	1
245	267	35	1
249	267	35	1
250	267	35	1
187	268	35	1
192	268	35	1
210	268	35	1
215	268	35	1
216	268	35	1
219	268	35	1
222	268	35	2
232	268	35	1
234	268	35	1
238	268	35	1
178	269	35	1
181	269	35	1
194	269	35	2
197	269	35	1
201	269	35	1
216	269	35	1
217	269	35	1
234	269	35	1
239	269	35	1
240	269	35	1
245	269	35	1
247	269	35	1
250	269	35	2
185	270	35	1
187	270	35	1
212	270	35	1
216	270	35	3
221	270	35	1
231	270	35	1
236	270	35	1
248	270	35	1
173	271	35	1
177	271	35	1
179	271	35	1
186	271	35	1
196	271	35	1
205	271	35	1
206	271	35	1
210	271	35	1
217	271	35	1
235	271	35	2
236	271	35	2
241	271	35	1
248	271	35	1
250	271	35	1
173	272	35	2
182	272	35	1
184	272	35	1
190	272	35	1
191	272	35	3
214	272	35	1
216	272	35	2
219	272	35	1
229	272	35	1
231	272	35	1
234	272	35	1
235	272	35	1
239	272	35	1
240	272	35	1
241	272	35	1
246	272	35	1
176	273	35	1
205	273	35	1
215	273	35	1
217	273	35	1
227	273	35	1
228	273	35	1
231	273	35	2
238	273	35	1
242	273	35	1
184	274	35	1
190	274	35	2
203	274	35	1
210	274	35	1
218	274	35	1
224	274	35	1
228	274	35	1
234	274	35	2
236	274	35	1
245	274	35	1
189	275	35	1
203	275	35	1
205	275	35	1
213	275	35	1
218	275	35	1
220	275	35	1
235	275	35	1
239	275	35	1
243	275	35	1
177	276	35	3
178	276	35	1
204	276	35	1
209	276	35	1
212	276	35	1
217	276	35	1
218	276	35	1
221	276	35	1
239	276	35	2
242	276	35	1
243	276	35	1
183	277	35	1
211	277	35	1
213	277	35	1
215	277	35	3
219	277	35	1
220	277	35	1
232	277	35	1
235	277	35	1
241	277	35	1
183	278	35	1
195	278	35	1
203	278	35	2
205	278	35	1
214	278	35	2
221	278	35	1
223	278	35	1
229	278	35	1
233	278	35	1
235	278	35	1
236	278	35	1
238	278	35	1
177	279	35	1
190	279	35	2
194	279	35	1
195	279	35	1
203	279	35	1
205	279	35	1
211	279	35	1
212	279	35	1
227	279	35	1
238	279	35	1
177	280	35	1
180	280	35	1
193	280	35	1
194	280	35	2
199	280	35	1
207	280	35	1
212	280	35	1
214	280	35	2
217	280	35	1
223	280	35	2
233	280	35	1
245	280	35	1
174	281	35	1
214	281	35	1
222	281	35	1
226	281	35	1
244	281	35	2
248	281	35	1
189	282	35	1
205	282	35	1
215	282	35	1
218	282	35	1
219	282	35	1
221	282	35	1
223	282	35	1
225	282	35	1
231	282	35	2
232	282	35	1
171	283	35	1
183	283	35	1
202	283	35	1
208	283	35	1
209	283	35	1
210	283	35	1
211	283	35	1
216	283	35	1
222	283	35	1
223	283	35	1
227	283	35	1
229	283	35	1
232	283	35	1
238	283	35	2
247	283	35	1
180	284	35	2
184	284	35	1
185	284	35	1
200	284	35	1
206	284	35	1
208	284	35	1
215	284	35	1
220	284	35	3
229	284	35	1
233	284	35	1
237	284	35	1
238	284	35	1
242	284	35	1
243	284	35	2
244	284	35	1
245	284	35	1
246	284	35	1
176	285	35	1
182	285	35	1
198	285	35	1
206	285	35	1
208	285	35	1
217	285	35	1
240	285	35	1
248	285	35	1
175	286	35	1
178	286	35	1
196	286	35	2
198	286	35	1
202	286	35	1
207	286	35	1
244	286	35	1
175	287	35	1
188	287	35	2
204	287	35	1
206	287	35	1
229	287	35	1
237	287	35	1
239	287	35	1
243	287	35	1
246	287	35	1
187	288	35	1
188	288	35	2
190	288	35	1
201	288	35	1
205	288	35	1
222	288	35	1
224	288	35	2
228	288	35	1
232	288	35	1
237	288	35	1
176	289	35	1
188	289	35	1
199	289	35	1
220	289	35	1
228	289	35	1
244	289	35	1
250	289	35	1
185	290	35	1
187	290	35	1
197	290	35	1
232	290	35	1
238	290	35	1
245	290	35	1
247	290	35	1
248	290	35	1
185	291	35	1
187	291	35	1
194	291	35	1
195	291	35	1
199	291	35	3
205	291	35	1
223	291	35	1
224	291	35	1
230	291	35	1
234	291	35	3
236	291	35	1
241	291	35	1
185	292	35	1
193	292	35	2
197	292	35	1
201	292	35	1
203	292	35	1
220	292	35	1
225	292	35	1
231	292	35	1
248	292	35	1
203	293	35	1
204	293	35	1
206	293	35	1
223	293	35	1
229	293	35	1
234	293	35	2
236	293	35	1
238	293	35	1
187	294	35	2
201	294	35	1
228	294	35	1
231	294	35	2
236	294	35	1
245	294	35	1
191	295	35	2
197	295	35	1
220	295	35	1
223	295	35	1
224	295	35	1
238	295	35	1
242	295	35	1
249	295	35	1
177	296	35	2
193	296	35	1
196	296	35	2
197	296	35	1
199	296	35	1
203	296	35	1
205	296	35	1
220	296	35	2
222	296	35	2
223	296	35	1
229	296	35	2
238	296	35	1
242	296	35	1
243	296	35	1
197	297	35	1
199	297	35	1
221	297	35	1
229	297	35	1
233	297	35	1
237	297	35	2
239	297	35	2
242	297	35	1
244	297	35	2
245	297	35	2
198	298	35	1
220	298	35	1
222	298	35	1
241	298	35	1
195	299	35	1
235	299	35	1
238	299	35	1
239	299	35	1
242	299	35	1
224	300	35	1
225	300	35	1
226	300	35	1
237	300	35	1
241	300	35	1
194	301	35	1
196	301	35	1
227	301	35	1
235	301	35	2
236	301	35	1
239	301	35	2
242	301	35	1
244	301	35	1
245	301	35	2
227	302	35	1
228	302	35	1
229	302	35	2
230	302	35	1
229	303	35	1
230	303	35	1
231	303	35	1
234	303	35	1
236	303	35	1
244	303	35	1
191	304	35	1
207	304	35	3
221	304	35	1
227	304	35	1
228	304	35	1
232	304	35	1
233	304	35	2
234	304	35	2
244	304	35	1
222	305	35	1
229	305	35	1
230	305	35	2
242	305	35	1
199	306	35	1
224	306	35	1
225	306	35	2
239	306	35	1
223	307	35	1
224	307	35	1
231	307	35	2
233	307	35	1
235	307	35	1
239	307	35	1
240	307	35	1
243	307	35	1
206	308	35	1
220	308	35	1
227	308	35	1
232	308	35	1
228	309	35	2
229	309	35	2
235	309	35	1
242	309	35	1
218	310	35	1
230	310	35	1
234	310	35	2
236	310	35	1
237	310	35	1
238	310	35	2
213	311	35	1
221	311	35	1
224	311	35	2
232	311	35	1
238	311	35	1
213	312	35	1
214	312	35	1
226	312	35	2
237	312	35	2
229	313	35	1
230	313	35	1
234	313	35	1
237	313	35	1
230	314	35	1
234	314	35	1
235	314	35	1
226	315	35	1
233	315	35	1
232	316	35	1
238	317	35	1
240	317	35	1
238	318	35	1
233	319	35	1
219	256	36	2
225	256	36	1
226	256	36	1
217	257	36	1
219	257	36	1
227	257	36	1
228	257	36	1
216	258	36	1
217	258	36	2
223	258	36	1
226	258	36	1
227	258	36	1
229	258	36	1
217	259	36	1
224	260	36	1
229	260	36	1
240	260	36	1
211	261	36	2
226	261	36	3
230	261	36	1
237	261	36	1
238	261	36	1
190	262	36	1
212	262	36	1
221	262	36	1
222	262	36	2
224	262	36	1
231	262	36	1
218	263	36	1
219	263	36	1
233	263	36	1
239	263	36	1
240	263	36	1
245	263	36	1
186	264	36	1
188	264	36	1
191	264	36	1
209	264	36	1
215	264	36	1
217	264	36	1
225	264	36	1
234	264	36	1
243	264	36	1
246	264	36	1
185	265	36	1
194	265	36	1
211	265	36	1
231	265	36	1
233	265	36	1
246	265	36	1
189	266	36	2
216	266	36	1
217	266	36	1
226	266	36	1
228	266	36	1
229	266	36	1
231	266	36	1
233	266	36	1
237	266	36	1
196	267	36	1
202	267	36	2
218	267	36	1
219	267	36	2
232	267	36	2
233	267	36	2
